SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_GRADE,SCHOOL_GRADE_HEADCOUNT,SCHOOL_TOTAL_HEADCOUNT
2011/2012,BC Public School,5757075,McBride Secondary,Standard,10,28,112
2011/2012,BC Public School,5757075,McBride Secondary,Standard,11,16,112
2011/2012,BC Public School,5757075,McBride Secondary,Standard,12,28,112
2011/2012,BC Public School,5757075,McBride Secondary,Standard,GRADUATED ADULT,Msk,112
2011/2012,BC Public School,5757076,Highglen Montessori Elementary,Standard,1,41,250
2011/2012,BC Public School,5757076,Highglen Montessori Elementary,Standard,2,23,250
2011/2012,BC Public School,5757076,Highglen Montessori Elementary,Standard,3,35,250
2011/2012,BC Public School,5757076,Highglen Montessori Elementary,Standard,4,34,250
2011/2012,BC Public School,5757076,Highglen Montessori Elementary,Standard,5,27,250
2011/2012,BC Public School,5757076,Highglen Montessori Elementary,Standard,6,29,250
2011/2012,BC Public School,5757076,Highglen Montessori Elementary,Standard,7,28,250
2011/2012,BC Public School,5757076,Highglen Montessori Elementary,Standard,KF,33,250
2011/2012,BC Public School,5757078,College Heights Elementary,Standard,1,47,411
2011/2012,BC Public School,5757078,College Heights Elementary,Standard,2,59,411
2011/2012,BC Public School,5757078,College Heights Elementary,Standard,3,55,411
2011/2012,BC Public School,5757078,College Heights Elementary,Standard,4,49,411
2011/2012,BC Public School,5757078,College Heights Elementary,Standard,5,49,411
2011/2012,BC Public School,5757078,College Heights Elementary,Standard,6,56,411
2011/2012,BC Public School,5757078,College Heights Elementary,Standard,7,56,411
2011/2012,BC Public School,5757078,College Heights Elementary,Standard,KF,40,411
2011/2012,BC Public School,5757079,Mackenzie Secondary,Standard,8,40,237
2011/2012,BC Public School,5757079,Mackenzie Secondary,Standard,9,50,237
2011/2012,BC Public School,5757079,Mackenzie Secondary,Standard,10,46,237
2011/2012,BC Public School,5757079,Mackenzie Secondary,Standard,11,49,237
2011/2012,BC Public School,5757079,Mackenzie Secondary,Standard,12,52,237
2011/2012,BC Public School,5757082,Glenview Elementary,Standard,1,34,232
2011/2012,BC Public School,5757082,Glenview Elementary,Standard,2,25,232
2011/2012,BC Public School,5757082,Glenview Elementary,Standard,3,34,232
2011/2012,BC Public School,5757082,Glenview Elementary,Standard,4,31,232
2011/2012,BC Public School,5757082,Glenview Elementary,Standard,5,24,232
2011/2012,BC Public School,5757082,Glenview Elementary,Standard,6,30,232
2011/2012,BC Public School,5757082,Glenview Elementary,Standard,7,27,232
2011/2012,BC Public School,5757082,Glenview Elementary,Standard,KF,27,232
2011/2012,BC Public School,5757083,Morfee Elementary,Standard,1,43,347
2011/2012,BC Public School,5757083,Morfee Elementary,Standard,2,46,347
2011/2012,BC Public School,5757083,Morfee Elementary,Standard,3,46,347
2011/2012,BC Public School,5757083,Morfee Elementary,Standard,4,38,347
2011/2012,BC Public School,5757083,Morfee Elementary,Standard,5,47,347
2011/2012,BC Public School,5757083,Morfee Elementary,Standard,6,31,347
2011/2012,BC Public School,5757083,Morfee Elementary,Standard,7,44,347
2011/2012,BC Public School,5757083,Morfee Elementary,Standard,KF,52,347
2011/2012,BC Public School,5757087,Hart Highlands Elementary,Standard,1,54,377
2011/2012,BC Public School,5757087,Hart Highlands Elementary,Standard,2,50,377
2011/2012,BC Public School,5757087,Hart Highlands Elementary,Standard,3,38,377
2011/2012,BC Public School,5757087,Hart Highlands Elementary,Standard,4,48,377
2011/2012,BC Public School,5757087,Hart Highlands Elementary,Standard,5,55,377
2011/2012,BC Public School,5757087,Hart Highlands Elementary,Standard,6,42,377
2011/2012,BC Public School,5757087,Hart Highlands Elementary,Standard,7,45,377
2011/2012,BC Public School,5757087,Hart Highlands Elementary,Standard,KF,45,377
2011/2012,BC Public School,5757088,Foothills Elementary,Standard,1,26,286
2011/2012,BC Public School,5757088,Foothills Elementary,Standard,2,41,286
2011/2012,BC Public School,5757088,Foothills Elementary,Standard,3,39,286
2011/2012,BC Public School,5757088,Foothills Elementary,Standard,4,35,286
2011/2012,BC Public School,5757088,Foothills Elementary,Standard,5,33,286
2011/2012,BC Public School,5757088,Foothills Elementary,Standard,6,37,286
2011/2012,BC Public School,5757088,Foothills Elementary,Standard,7,38,286
2011/2012,BC Public School,5757088,Foothills Elementary,Standard,KF,37,286
2011/2012,BC Public School,5757096,Valemount Elementary,Standard,1,16,117
2011/2012,BC Public School,5757096,Valemount Elementary,Standard,2,Msk,117
2011/2012,BC Public School,5757096,Valemount Elementary,Standard,3,15,117
2011/2012,BC Public School,5757096,Valemount Elementary,Standard,4,18,117
2011/2012,BC Public School,5757096,Valemount Elementary,Standard,5,16,117
2011/2012,BC Public School,5757096,Valemount Elementary,Standard,6,14,117
2011/2012,BC Public School,5757096,Valemount Elementary,Standard,7,20,117
2011/2012,BC Public School,5757096,Valemount Elementary,Standard,KF,Msk,117
2011/2012,BC Public School,5757098,Heritage Elementary,Standard,1,55,435
2011/2012,BC Public School,5757098,Heritage Elementary,Standard,2,53,435
2011/2012,BC Public School,5757098,Heritage Elementary,Standard,3,45,435
2011/2012,BC Public School,5757098,Heritage Elementary,Standard,4,55,435
2011/2012,BC Public School,5757098,Heritage Elementary,Standard,5,46,435
2011/2012,BC Public School,5757098,Heritage Elementary,Standard,6,56,435
2011/2012,BC Public School,5757098,Heritage Elementary,Standard,7,77,435
2011/2012,BC Public School,5757098,Heritage Elementary,Standard,KF,48,435
2011/2012,BC Public School,5757100,D P Todd Secondary,Standard,8,139,752
2011/2012,BC Public School,5757100,D P Todd Secondary,Standard,9,153,752
2011/2012,BC Public School,5757100,D P Todd Secondary,Standard,10,149,752
2011/2012,BC Public School,5757100,D P Todd Secondary,Standard,11,169,752
2011/2012,BC Public School,5757100,D P Todd Secondary,Standard,12,142,752
2011/2012,BC Public School,5757101,College Heights Secondary,Standard,8,215,953
2011/2012,BC Public School,5757101,College Heights Secondary,Standard,9,198,953
2011/2012,BC Public School,5757101,College Heights Secondary,Standard,10,183,953
2011/2012,BC Public School,5757101,College Heights Secondary,Standard,11,189,953
2011/2012,BC Public School,5757101,College Heights Secondary,Standard,12,168,953
2011/2012,BC Public School,5757102,Pinewood Elementary,Standard,1,26,163
2011/2012,BC Public School,5757102,Pinewood Elementary,Standard,2,13,163
2011/2012,BC Public School,5757102,Pinewood Elementary,Standard,3,21,163
2011/2012,BC Public School,5757102,Pinewood Elementary,Standard,4,26,163
2011/2012,BC Public School,5757102,Pinewood Elementary,Standard,5,20,163
2011/2012,BC Public School,5757102,Pinewood Elementary,Standard,6,19,163
2011/2012,BC Public School,5757102,Pinewood Elementary,Standard,7,26,163
2011/2012,BC Public School,5757102,Pinewood Elementary,Standard,KF,12,163
2011/2012,BC Public School,5757104,Edgewood Elementary,Standard,1,23,165
2011/2012,BC Public School,5757104,Edgewood Elementary,Standard,2,27,165
2011/2012,BC Public School,5757104,Edgewood Elementary,Standard,3,23,165
2011/2012,BC Public School,5757104,Edgewood Elementary,Standard,4,22,165
2011/2012,BC Public School,5757104,Edgewood Elementary,Standard,5,19,165
2011/2012,BC Public School,5757104,Edgewood Elementary,Standard,6,14,165
2011/2012,BC Public School,5757104,Edgewood Elementary,Standard,7,22,165
2011/2012,BC Public School,5757104,Edgewood Elementary,Standard,KF,15,165
2011/2012,BC Public School,5757108,Malaspina Elementary,Standard,1,38,259
2011/2012,BC Public School,5757108,Malaspina Elementary,Standard,2,22,259
2011/2012,BC Public School,5757108,Malaspina Elementary,Standard,3,32,259
2011/2012,BC Public School,5757108,Malaspina Elementary,Standard,4,39,259
2011/2012,BC Public School,5757108,Malaspina Elementary,Standard,5,28,259
2011/2012,BC Public School,5757108,Malaspina Elementary,Standard,6,38,259
2011/2012,BC Public School,5757108,Malaspina Elementary,Standard,7,38,259
2011/2012,BC Public School,5757108,Malaspina Elementary,Standard,KF,24,259
2011/2012,BC Public School,5757110,Southridge Elementary,Standard,1,44,356
2011/2012,BC Public School,5757110,Southridge Elementary,Standard,2,36,356
2011/2012,BC Public School,5757110,Southridge Elementary,Standard,3,51,356
2011/2012,BC Public School,5757110,Southridge Elementary,Standard,4,33,356
2011/2012,BC Public School,5757110,Southridge Elementary,Standard,5,48,356
2011/2012,BC Public School,5757110,Southridge Elementary,Standard,6,53,356
2011/2012,BC Public School,5757110,Southridge Elementary,Standard,7,51,356
2011/2012,BC Public School,5757110,Southridge Elementary,Standard,KF,40,356
2011/2012,BC Public School,5757112,McBride Centennial Elementary,Standard,1,14,109
2011/2012,BC Public School,5757112,McBride Centennial Elementary,Standard,2,18,109
2011/2012,BC Public School,5757112,McBride Centennial Elementary,Standard,3,Msk,109
2011/2012,BC Public School,5757112,McBride Centennial Elementary,Standard,4,16,109
2011/2012,BC Public School,5757112,McBride Centennial Elementary,Standard,5,13,109
2011/2012,BC Public School,5757112,McBride Centennial Elementary,Standard,6,16,109
2011/2012,BC Public School,5757112,McBride Centennial Elementary,Standard,7,17,109
2011/2012,BC Public School,5757112,McBride Centennial Elementary,Standard,KF,13,109
2011/2012,BC Public School,5757114,Heather Park Elementary,Standard,1,62,595
2011/2012,BC Public School,5757114,Heather Park Elementary,Standard,2,68,595
2011/2012,BC Public School,5757114,Heather Park Elementary,Standard,3,77,595
2011/2012,BC Public School,5757114,Heather Park Elementary,Standard,4,61,595
2011/2012,BC Public School,5757114,Heather Park Elementary,Standard,5,66,595
2011/2012,BC Public School,5757114,Heather Park Elementary,Standard,6,79,595
2011/2012,BC Public School,5757114,Heather Park Elementary,Standard,7,99,595
2011/2012,BC Public School,5757114,Heather Park Elementary,Standard,KF,83,595
2011/2012,BC Public School,5757115,Ecole Lac des Bois,Standard,1,61,300
2011/2012,BC Public School,5757115,Ecole Lac des Bois,Standard,2,34,300
2011/2012,BC Public School,5757115,Ecole Lac des Bois,Standard,3,36,300
2011/2012,BC Public School,5757115,Ecole Lac des Bois,Standard,4,36,300
2011/2012,BC Public School,5757115,Ecole Lac des Bois,Standard,5,25,300
2011/2012,BC Public School,5757115,Ecole Lac des Bois,Standard,6,24,300
2011/2012,BC Public School,5757115,Ecole Lac des Bois,Standard,7,22,300
2011/2012,BC Public School,5757115,Ecole Lac des Bois,Standard,KF,62,300
2011/2012,BC Public School,5757116,Aboriginal Choice School,Standard,1,18,145
2011/2012,BC Public School,5757116,Aboriginal Choice School,Standard,2,24,145
2011/2012,BC Public School,5757116,Aboriginal Choice School,Standard,3,15,145
2011/2012,BC Public School,5757116,Aboriginal Choice School,Standard,4,18,145
2011/2012,BC Public School,5757116,Aboriginal Choice School,Standard,5,13,145
2011/2012,BC Public School,5757116,Aboriginal Choice School,Standard,6,15,145
2011/2012,BC Public School,5757116,Aboriginal Choice School,Standard,7,14,145
2011/2012,BC Public School,5757116,Aboriginal Choice School,Standard,KF,28,145
2011/2012,BC Public School,5794016,Prince George Youth Centre,Youth Custody,SECONDARY,18,18
2011/2012,BC Public School,5794017,Camp Trapping,Long Term Prp,10,Msk,10
2011/2012,BC Public School,5794017,Camp Trapping,Long Term Prp,SECONDARY,Msk,10
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,1,Msk,327
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,2,Msk,327
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,3,Msk,327
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,4,Msk,327
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,5,Msk,327
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,6,Msk,327
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,7,Msk,327
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,8,Msk,327
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,10,Msk,327
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,11,29,327
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,12,51,327
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,GRADUATED ADULT,211,327
2011/2012,BC Public School,5798005,CIDES - District 57 Connect,District Distance Ed,KF,Msk,327
2011/2012,BC Public School,5799140,Alternate Community Programs,Alternate,8,13,427
2011/2012,BC Public School,5799140,Alternate Community Programs,Alternate,9,25,427
2011/2012,BC Public School,5799140,Alternate Community Programs,Alternate,10,76,427
2011/2012,BC Public School,5799140,Alternate Community Programs,Alternate,11,119,427
2011/2012,BC Public School,5799140,Alternate Community Programs,Alternate,12,188,427
2011/2012,BC Public School,5799140,Alternate Community Programs,Alternate,SECONDARY,Msk,427
2011/2012,BC Public School,5817005,Vermilion Forks Elementary,Standard,4,23,126
2011/2012,BC Public School,5817005,Vermilion Forks Elementary,Standard,5,32,126
2011/2012,BC Public School,5817005,Vermilion Forks Elementary,Standard,6,30,126
2011/2012,BC Public School,5817005,Vermilion Forks Elementary,Standard,7,41,126
2011/2012,BC Public School,5817006,John Allison Elementary,Standard,1,34,108
2011/2012,BC Public School,5817006,John Allison Elementary,Standard,2,26,108
2011/2012,BC Public School,5817006,John Allison Elementary,Standard,3,20,108
2011/2012,BC Public School,5817006,John Allison Elementary,Standard,KF,28,108
2011/2012,BC Public School,5817008,Princeton Secondary,Standard,8,40,221
2011/2012,BC Public School,5817008,Princeton Secondary,Standard,9,48,221
2011/2012,BC Public School,5817008,Princeton Secondary,Standard,10,38,221
2011/2012,BC Public School,5817008,Princeton Secondary,Standard,11,45,221
2011/2012,BC Public School,5817008,Princeton Secondary,Standard,12,49,221
2011/2012,BC Public School,5817008,Princeton Secondary,Standard,SECONDARY,Msk,221
2011/2012,BC Public School,5831001,Merritt Central Elementary,Standard,1,34,230
2011/2012,BC Public School,5831001,Merritt Central Elementary,Standard,2,41,230
2011/2012,BC Public School,5831001,Merritt Central Elementary,Standard,3,26,230
2011/2012,BC Public School,5831001,Merritt Central Elementary,Standard,4,42,230
2011/2012,BC Public School,5831001,Merritt Central Elementary,Standard,5,37,230
2011/2012,BC Public School,5831001,Merritt Central Elementary,Standard,6,27,230
2011/2012,BC Public School,5831001,Merritt Central Elementary,Standard,KF,23,230
2011/2012,BC Public School,5831005,Merritt Secondary,Standard,9,147,597
2011/2012,BC Public School,5831005,Merritt Secondary,Standard,10,164,597
2011/2012,BC Public School,5831005,Merritt Secondary,Standard,11,146,597
2011/2012,BC Public School,5831005,Merritt Secondary,Standard,12,140,597
2011/2012,BC Public School,5831006,Diamond Vale Elementary,Standard,1,28,201
2011/2012,BC Public School,5831006,Diamond Vale Elementary,Standard,2,20,201
2011/2012,BC Public School,5831006,Diamond Vale Elementary,Standard,3,32,201
2011/2012,BC Public School,5831006,Diamond Vale Elementary,Standard,4,30,201
2011/2012,BC Public School,5831006,Diamond Vale Elementary,Standard,5,25,201
2011/2012,BC Public School,5831006,Diamond Vale Elementary,Standard,6,33,201
2011/2012,BC Public School,5831006,Diamond Vale Elementary,Standard,KF,33,201
2011/2012,BC Public School,5831007,Nicola Canford Elementary,Standard,1,14,142
2011/2012,BC Public School,5831007,Nicola Canford Elementary,Standard,2,18,142
2011/2012,BC Public School,5831007,Nicola Canford Elementary,Standard,3,24,142
2011/2012,BC Public School,5831007,Nicola Canford Elementary,Standard,4,22,142
2011/2012,BC Public School,5831007,Nicola Canford Elementary,Standard,5,22,142
2011/2012,BC Public School,5831007,Nicola Canford Elementary,Standard,6,21,142
2011/2012,BC Public School,5831007,Nicola Canford Elementary,Standard,KF,21,142
2011/2012,BC Public School,5831009,Collettville Elementary,Standard,1,18,117
2011/2012,BC Public School,5831009,Collettville Elementary,Standard,2,17,117
2011/2012,BC Public School,5831009,Collettville Elementary,Standard,3,18,117
2011/2012,BC Public School,5831009,Collettville Elementary,Standard,4,17,117
2011/2012,BC Public School,5831009,Collettville Elementary,Standard,5,10,117
2011/2012,BC Public School,5831009,Collettville Elementary,Standard,6,15,117
2011/2012,BC Public School,5831009,Collettville Elementary,Standard,KF,22,117
2011/2012,BC Public School,5831010,Merritt Bench Elementary,Standard,1,26,133
2011/2012,BC Public School,5831010,Merritt Bench Elementary,Standard,2,19,133
2011/2012,BC Public School,5831010,Merritt Bench Elementary,Standard,3,15,133
2011/2012,BC Public School,5831010,Merritt Bench Elementary,Standard,4,19,133
2011/2012,BC Public School,5831010,Merritt Bench Elementary,Standard,5,21,133
2011/2012,BC Public School,5831010,Merritt Bench Elementary,Standard,6,15,133
2011/2012,BC Public School,5831010,Merritt Bench Elementary,Standard,KF,18,133
2011/2012,BC Public School,5831011,Kengard Alternate,Alternate,10,Msk,48
2011/2012,BC Public School,5831011,Kengard Alternate,Alternate,11,14,48
2011/2012,BC Public School,5831011,Kengard Alternate,Alternate,12,27,48
2011/2012,BC Public School,5831011,Kengard Alternate,Alternate,GRADUATED ADULT,Msk,48
2011/2012,BC Public School,5831011,Kengard Alternate,Alternate,SECONDARY,Msk,48
2011/2012,BC Public School,5831012,Coquihalla Middle School,Standard,7,113,245
2011/2012,BC Public School,5831012,Coquihalla Middle School,Standard,8,132,245
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,1,Msk,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,2,Msk,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,3,Msk,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,4,Msk,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,5,Msk,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,6,Msk,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,7,Msk,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,8,Msk,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,9,Msk,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,10,20,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,11,188,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,12,87,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,GRADUATED ADULT,108,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,KF,Msk,448
2011/2012,BC Public School,5898002,South Central Interior Distance Ed,District Distance Ed,SECONDARY,Msk,448
2011/2012,BC Public School,5899192,Princeton Alternate,Alternate,9,Msk,33
2011/2012,BC Public School,5899192,Princeton Alternate,Alternate,10,Msk,33
2011/2012,BC Public School,5899192,Princeton Alternate,Alternate,11,Msk,33
2011/2012,BC Public School,5899192,Princeton Alternate,Alternate,12,Msk,33
2011/2012,BC Public School,5899192,Princeton Alternate,Alternate,SECONDARY,14,33
2011/2012,BC Public School,5899218,Hearts & Hands Alternative Program,Alternate,10,Msk,Msk
2011/2012,BC Public School,5899218,Hearts & Hands Alternative Program,Alternate,11,Msk,Msk
2011/2012,BC Public School,5899218,Hearts & Hands Alternative Program,Alternate,12,Msk,Msk
2011/2012,BC Public School,5959001,Canalta Elementary,Standard,1,28,244
2011/2012,BC Public School,5959001,Canalta Elementary,Standard,2,32,244
2011/2012,BC Public School,5959001,Canalta Elementary,Standard,3,29,244
2011/2012,BC Public School,5959001,Canalta Elementary,Standard,4,37,244
2011/2012,BC Public School,5959001,Canalta Elementary,Standard,5,29,244
2011/2012,BC Public School,5959001,Canalta Elementary,Standard,6,31,244
2011/2012,BC Public School,5959001,Canalta Elementary,Standard,7,36,244
2011/2012,BC Public School,5959001,Canalta Elementary,Standard,KF,22,244
2011/2012,BC Public School,5959003,Crescent Park Elementary,Standard,1,39,241
2011/2012,BC Public School,5959003,Crescent Park Elementary,Standard,2,32,241
2011/2012,BC Public School,5959003,Crescent Park Elementary,Standard,3,28,241
2011/2012,BC Public School,5959003,Crescent Park Elementary,Standard,4,34,241
2011/2012,BC Public School,5959003,Crescent Park Elementary,Standard,5,27,241
2011/2012,BC Public School,5959003,Crescent Park Elementary,Standard,6,30,241
2011/2012,BC Public School,5959003,Crescent Park Elementary,Standard,7,35,241
2011/2012,BC Public School,5959003,Crescent Park Elementary,Standard,KF,16,241
2011/2012,BC Public School,5959005,Ecole Frank Ross Elementary,Standard,1,53,467
2011/2012,BC Public School,5959005,Ecole Frank Ross Elementary,Standard,2,49,467
2011/2012,BC Public School,5959005,Ecole Frank Ross Elementary,Standard,3,57,467
2011/2012,BC Public School,5959005,Ecole Frank Ross Elementary,Standard,4,69,467
2011/2012,BC Public School,5959005,Ecole Frank Ross Elementary,Standard,5,58,467
2011/2012,BC Public School,5959005,Ecole Frank Ross Elementary,Standard,6,59,467
2011/2012,BC Public School,5959005,Ecole Frank Ross Elementary,Standard,7,57,467
2011/2012,BC Public School,5959005,Ecole Frank Ross Elementary,Standard,KF,65,467
2011/2012,BC Public School,5959008,Dawson Creek Secondary,Standard,8,200,1130
2011/2012,BC Public School,5959008,Dawson Creek Secondary,Standard,9,218,1130
2011/2012,BC Public School,5959008,Dawson Creek Secondary,Standard,10,239,1130
2011/2012,BC Public School,5959008,Dawson Creek Secondary,Standard,11,231,1130
2011/2012,BC Public School,5959008,Dawson Creek Secondary,Standard,12,242,1130
2011/2012,BC Public School,5959009,Tremblay Elementary,Standard,1,21,174
2011/2012,BC Public School,5959009,Tremblay Elementary,Standard,2,22,174
2011/2012,BC Public School,5959009,Tremblay Elementary,Standard,3,17,174
2011/2012,BC Public School,5959009,Tremblay Elementary,Standard,4,23,174
2011/2012,BC Public School,5959009,Tremblay Elementary,Standard,5,23,174
2011/2012,BC Public School,5959009,Tremblay Elementary,Standard,6,20,174
2011/2012,BC Public School,5959009,Tremblay Elementary,Standard,7,22,174
2011/2012,BC Public School,5959009,Tremblay Elementary,Standard,KF,26,174
2011/2012,BC Public School,5959010,Pouce Coupe Elementary,Standard,1,17,76
2011/2012,BC Public School,5959010,Pouce Coupe Elementary,Standard,2,10,76
2011/2012,BC Public School,5959010,Pouce Coupe Elementary,Standard,3,Msk,76
2011/2012,BC Public School,5959010,Pouce Coupe Elementary,Standard,4,Msk,76
2011/2012,BC Public School,5959010,Pouce Coupe Elementary,Standard,5,Msk,76
2011/2012,BC Public School,5959010,Pouce Coupe Elementary,Standard,6,Msk,76
2011/2012,BC Public School,5959010,Pouce Coupe Elementary,Standard,7,12,76
2011/2012,BC Public School,5959010,Pouce Coupe Elementary,Standard,KF,14,76
2011/2012,BC Public School,5959011,Chetwynd Secondary,Standard,8,53,354
2011/2012,BC Public School,5959011,Chetwynd Secondary,Standard,9,79,354
2011/2012,BC Public School,5959011,Chetwynd Secondary,Standard,10,69,354
2011/2012,BC Public School,5959011,Chetwynd Secondary,Standard,11,75,354
2011/2012,BC Public School,5959011,Chetwynd Secondary,Standard,12,69,354
2011/2012,BC Public School,5959011,Chetwynd Secondary,Standard,GRADUATED ADULT,Msk,354
2011/2012,BC Public School,5959011,Chetwynd Secondary,Standard,SECONDARY,Msk,354
2011/2012,BC Public School,5959012,Windrem Elementary,Standard,1,Msk,88
2011/2012,BC Public School,5959012,Windrem Elementary,Standard,2,15,88
2011/2012,BC Public School,5959012,Windrem Elementary,Standard,3,12,88
2011/2012,BC Public School,5959012,Windrem Elementary,Standard,4,14,88
2011/2012,BC Public School,5959012,Windrem Elementary,Standard,5,Msk,88
2011/2012,BC Public School,5959012,Windrem Elementary,Standard,6,13,88
2011/2012,BC Public School,5959012,Windrem Elementary,Standard,7,13,88
2011/2012,BC Public School,5959012,Windrem Elementary,Standard,KF,Msk,88
2011/2012,BC Public School,5959013,Don Titus Elementary,Standard,1,17,106
2011/2012,BC Public School,5959013,Don Titus Elementary,Standard,2,13,106
2011/2012,BC Public School,5959013,Don Titus Elementary,Standard,3,15,106
2011/2012,BC Public School,5959013,Don Titus Elementary,Standard,4,Msk,106
2011/2012,BC Public School,5959013,Don Titus Elementary,Standard,5,13,106
2011/2012,BC Public School,5959013,Don Titus Elementary,Standard,6,10,106
2011/2012,BC Public School,5959013,Don Titus Elementary,Standard,7,17,106
2011/2012,BC Public School,5959013,Don Titus Elementary,Standard,KF,12,106
2011/2012,BC Public School,5959014,Devereaux Elementary,Standard,1,11,62
2011/2012,BC Public School,5959014,Devereaux Elementary,Standard,2,Msk,62
2011/2012,BC Public School,5959014,Devereaux Elementary,Standard,3,Msk,62
2011/2012,BC Public School,5959014,Devereaux Elementary,Standard,4,Msk,62
2011/2012,BC Public School,5959014,Devereaux Elementary,Standard,5,Msk,62
2011/2012,BC Public School,5959014,Devereaux Elementary,Standard,6,Msk,62
2011/2012,BC Public School,5959014,Devereaux Elementary,Standard,7,Msk,62
2011/2012,BC Public School,5959014,Devereaux Elementary,Standard,KF,11,62
2011/2012,BC Public School,5959018,Moberly Lake Elementary,Standard,1,Msk,36
2011/2012,BC Public School,5959018,Moberly Lake Elementary,Standard,2,Msk,36
2011/2012,BC Public School,5959018,Moberly Lake Elementary,Standard,3,Msk,36
2011/2012,BC Public School,5959018,Moberly Lake Elementary,Standard,4,Msk,36
2011/2012,BC Public School,5959018,Moberly Lake Elementary,Standard,5,Msk,36
2011/2012,BC Public School,5959018,Moberly Lake Elementary,Standard,6,Msk,36
2011/2012,BC Public School,5959018,Moberly Lake Elementary,Standard,7,Msk,36
2011/2012,BC Public School,5959018,Moberly Lake Elementary,Standard,KF,Msk,36
2011/2012,BC Public School,5959019,Mcleod Elementary,Standard,1,Msk,43
2011/2012,BC Public School,5959019,Mcleod Elementary,Standard,2,Msk,43
2011/2012,BC Public School,5959019,Mcleod Elementary,Standard,3,Msk,43
2011/2012,BC Public School,5959019,Mcleod Elementary,Standard,4,Msk,43
2011/2012,BC Public School,5959019,Mcleod Elementary,Standard,5,Msk,43
2011/2012,BC Public School,5959019,Mcleod Elementary,Standard,6,Msk,43
2011/2012,BC Public School,5959019,Mcleod Elementary,Standard,7,Msk,43
2011/2012,BC Public School,5959019,Mcleod Elementary,Standard,KF,Msk,43
2011/2012,BC Public School,5959020,Rolla Traditional School,Standard,1,10,30
2011/2012,BC Public School,5959020,Rolla Traditional School,Standard,2,Msk,30
2011/2012,BC Public School,5959020,Rolla Traditional School,Standard,3,Msk,30
2011/2012,BC Public School,5959020,Rolla Traditional School,Standard,4,Msk,30
2011/2012,BC Public School,5959020,Rolla Traditional School,Standard,5,Msk,30
2011/2012,BC Public School,5959020,Rolla Traditional School,Standard,6,Msk,30
2011/2012,BC Public School,5959020,Rolla Traditional School,Standard,KF,Msk,30
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,1,Msk,50
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,2,Msk,50
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,3,Msk,50
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,4,Msk,50
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,5,Msk,50
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,6,Msk,50
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,7,Msk,50
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,8,Msk,50
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,9,Msk,50
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,10,Msk,50
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,11,Msk,50
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,12,Msk,50
2011/2012,BC Public School,5959022,Tate Creek Elementary,Standard,KF,Msk,50
2011/2012,BC Public School,5959024,Parkland Elementary,Standard,1,Msk,64
