SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_GRADE,SCHOOL_GRADE_HEADCOUNT,SCHOOL_TOTAL_HEADCOUNT
2011/2012,BC Public School,5959024,Parkland Elementary,Standard,2,Msk,64
2011/2012,BC Public School,5959024,Parkland Elementary,Standard,3,Msk,64
2011/2012,BC Public School,5959024,Parkland Elementary,Standard,4,Msk,64
2011/2012,BC Public School,5959024,Parkland Elementary,Standard,5,Msk,64
2011/2012,BC Public School,5959024,Parkland Elementary,Standard,6,Msk,64
2011/2012,BC Public School,5959024,Parkland Elementary,Standard,7,Msk,64
2011/2012,BC Public School,5959024,Parkland Elementary,Standard,KF,12,64
2011/2012,BC Public School,5959025,South Peace Elementary,Standard,1,Msk,16
2011/2012,BC Public School,5959025,South Peace Elementary,Standard,2,Msk,16
2011/2012,BC Public School,5959025,South Peace Elementary,Standard,4,Msk,16
2011/2012,BC Public School,5959025,South Peace Elementary,Standard,5,Msk,16
2011/2012,BC Public School,5959025,South Peace Elementary,Standard,6,Msk,16
2011/2012,BC Public School,5959025,South Peace Elementary,Standard,8,Msk,16
2011/2012,BC Public School,5959025,South Peace Elementary,Standard,9,Msk,16
2011/2012,BC Public School,5959025,South Peace Elementary,Standard,KF,Msk,16
2011/2012,BC Public School,5959027,Tumbler Ridge Secondary,Standard,7,25,196
2011/2012,BC Public School,5959027,Tumbler Ridge Secondary,Standard,8,30,196
2011/2012,BC Public School,5959027,Tumbler Ridge Secondary,Standard,9,33,196
2011/2012,BC Public School,5959027,Tumbler Ridge Secondary,Standard,10,32,196
2011/2012,BC Public School,5959027,Tumbler Ridge Secondary,Standard,11,33,196
2011/2012,BC Public School,5959027,Tumbler Ridge Secondary,Standard,12,41,196
2011/2012,BC Public School,5959027,Tumbler Ridge Secondary,Standard,GRADUATED ADULT,Msk,196
2011/2012,BC Public School,5959029,Tumbler Ridge Elementary,Standard,1,40,197
2011/2012,BC Public School,5959029,Tumbler Ridge Elementary,Standard,2,31,197
2011/2012,BC Public School,5959029,Tumbler Ridge Elementary,Standard,3,24,197
2011/2012,BC Public School,5959029,Tumbler Ridge Elementary,Standard,4,31,197
2011/2012,BC Public School,5959029,Tumbler Ridge Elementary,Standard,5,23,197
2011/2012,BC Public School,5959029,Tumbler Ridge Elementary,Standard,6,21,197
2011/2012,BC Public School,5959029,Tumbler Ridge Elementary,Standard,KF,27,197
2011/2012,BC Public School,5959031,Little Prairie Elementary,Standard,1,19,217
2011/2012,BC Public School,5959031,Little Prairie Elementary,Standard,2,27,217
2011/2012,BC Public School,5959031,Little Prairie Elementary,Standard,3,24,217
2011/2012,BC Public School,5959031,Little Prairie Elementary,Standard,4,24,217
2011/2012,BC Public School,5959031,Little Prairie Elementary,Standard,5,36,217
2011/2012,BC Public School,5959031,Little Prairie Elementary,Standard,6,31,217
2011/2012,BC Public School,5959031,Little Prairie Elementary,Standard,7,29,217
2011/2012,BC Public School,5959031,Little Prairie Elementary,Standard,KF,27,217
2011/2012,BC Public School,5959032,Peace View School,Standard,1,Msk,11
2011/2012,BC Public School,5959032,Peace View School,Standard,2,Msk,11
2011/2012,BC Public School,5959032,Peace View School,Standard,3,Msk,11
2011/2012,BC Public School,5959032,Peace View School,Standard,4,Msk,11
2011/2012,BC Public School,5959032,Peace View School,Standard,5,Msk,11
2011/2012,BC Public School,5959032,Peace View School,Standard,7,Msk,11
2011/2012,BC Public School,5959032,Peace View School,Standard,8,Msk,11
2011/2012,BC Public School,5959032,Peace View School,Standard,9,Msk,11
2011/2012,BC Public School,5999102,South Peace Distributed Learning School,District Distance Ed,11,Msk,19
2011/2012,BC Public School,5999102,South Peace Distributed Learning School,District Distance Ed,12,Msk,19
2011/2012,BC Public School,5999102,South Peace Distributed Learning School,District Distance Ed,GRADUATED ADULT,Msk,19
2011/2012,BC Public School,5999102,South Peace Distributed Learning School,District Distance Ed,SECONDARY,Msk,19
2011/2012,BC Public School,5999212,South Peace Alternate,Alternate,9,Msk,32
2011/2012,BC Public School,5999212,South Peace Alternate,Alternate,10,14,32
2011/2012,BC Public School,5999212,South Peace Alternate,Alternate,11,Msk,32
2011/2012,BC Public School,5999212,South Peace Alternate,Alternate,12,Msk,32
2011/2012,BC Public School,6060006,Charlie Lake Elementary,Standard,1,51,330
2011/2012,BC Public School,6060006,Charlie Lake Elementary,Standard,2,49,330
2011/2012,BC Public School,6060006,Charlie Lake Elementary,Standard,3,43,330
2011/2012,BC Public School,6060006,Charlie Lake Elementary,Standard,4,44,330
2011/2012,BC Public School,6060006,Charlie Lake Elementary,Standard,5,57,330
2011/2012,BC Public School,6060006,Charlie Lake Elementary,Standard,6,51,330
2011/2012,BC Public School,6060006,Charlie Lake Elementary,Standard,KF,35,330
2011/2012,BC Public School,6060007,Ecole Central Elem School of the Arts,Standard,1,42,318
2011/2012,BC Public School,6060007,Ecole Central Elem School of the Arts,Standard,2,45,318
2011/2012,BC Public School,6060007,Ecole Central Elem School of the Arts,Standard,3,48,318
2011/2012,BC Public School,6060007,Ecole Central Elem School of the Arts,Standard,4,54,318
2011/2012,BC Public School,6060007,Ecole Central Elem School of the Arts,Standard,5,36,318
2011/2012,BC Public School,6060007,Ecole Central Elem School of the Arts,Standard,6,44,318
2011/2012,BC Public School,6060007,Ecole Central Elem School of the Arts,Standard,KF,49,318
2011/2012,BC Public School,6060015,North Peace Secondary,Standard,10,414,1155
2011/2012,BC Public School,6060015,North Peace Secondary,Standard,11,333,1155
2011/2012,BC Public School,6060015,North Peace Secondary,Standard,12,354,1155
2011/2012,BC Public School,6060015,North Peace Secondary,Standard,GRADUATED ADULT,Msk,1155
2011/2012,BC Public School,6060015,North Peace Secondary,Standard,SECONDARY,52,1155
2011/2012,BC Public School,6060021,Taylor Elementary,Standard,1,17,125
2011/2012,BC Public School,6060021,Taylor Elementary,Standard,2,20,125
2011/2012,BC Public School,6060021,Taylor Elementary,Standard,3,18,125
2011/2012,BC Public School,6060021,Taylor Elementary,Standard,4,22,125
2011/2012,BC Public School,6060021,Taylor Elementary,Standard,5,Msk,125
2011/2012,BC Public School,6060021,Taylor Elementary,Standard,6,18,125
2011/2012,BC Public School,6060021,Taylor Elementary,Standard,KF,22,125
2011/2012,BC Public School,6060025,Alwin Holland Elementary,Standard,1,49,327
2011/2012,BC Public School,6060025,Alwin Holland Elementary,Standard,2,48,327
2011/2012,BC Public School,6060025,Alwin Holland Elementary,Standard,3,52,327
2011/2012,BC Public School,6060025,Alwin Holland Elementary,Standard,4,29,327
2011/2012,BC Public School,6060025,Alwin Holland Elementary,Standard,5,59,327
2011/2012,BC Public School,6060025,Alwin Holland Elementary,Standard,6,44,327
2011/2012,BC Public School,6060025,Alwin Holland Elementary,Standard,KF,46,327
2011/2012,BC Public School,6060026,Robert Ogilvie Elementary,Standard,1,42,268
2011/2012,BC Public School,6060026,Robert Ogilvie Elementary,Standard,2,36,268
2011/2012,BC Public School,6060026,Robert Ogilvie Elementary,Standard,3,40,268
2011/2012,BC Public School,6060026,Robert Ogilvie Elementary,Standard,4,34,268
2011/2012,BC Public School,6060026,Robert Ogilvie Elementary,Standard,5,32,268
2011/2012,BC Public School,6060026,Robert Ogilvie Elementary,Standard,6,45,268
2011/2012,BC Public School,6060026,Robert Ogilvie Elementary,Standard,KF,39,268
2011/2012,BC Public School,6060030,Wonowon Elementary,Standard,1,Msk,41
2011/2012,BC Public School,6060030,Wonowon Elementary,Standard,2,Msk,41
2011/2012,BC Public School,6060030,Wonowon Elementary,Standard,3,Msk,41
2011/2012,BC Public School,6060030,Wonowon Elementary,Standard,4,Msk,41
2011/2012,BC Public School,6060030,Wonowon Elementary,Standard,5,Msk,41
2011/2012,BC Public School,6060030,Wonowon Elementary,Standard,6,Msk,41
2011/2012,BC Public School,6060030,Wonowon Elementary,Standard,7,Msk,41
2011/2012,BC Public School,6060030,Wonowon Elementary,Standard,8,Msk,41
2011/2012,BC Public School,6060030,Wonowon Elementary,Standard,KF,Msk,41
2011/2012,BC Public School,6060032,Bert Ambrose,Standard,1,46,335
2011/2012,BC Public School,6060032,Bert Ambrose,Standard,2,42,335
2011/2012,BC Public School,6060032,Bert Ambrose,Standard,3,50,335
2011/2012,BC Public School,6060032,Bert Ambrose,Standard,4,41,335
2011/2012,BC Public School,6060032,Bert Ambrose,Standard,5,51,335
2011/2012,BC Public School,6060032,Bert Ambrose,Standard,6,45,335
2011/2012,BC Public School,6060032,Bert Ambrose,Standard,KF,60,335
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,1,22,333
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,2,26,333
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,3,32,333
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,4,31,333
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,5,26,333
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,6,30,333
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,7,22,333
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,8,27,333
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,9,37,333
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,10,28,333
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,11,20,333
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,12,15,333
2011/2012,BC Public School,6060039,Prespatou Elem-Secondary,Standard,KF,17,333
2011/2012,BC Public School,6060040,Buick Creek Elementary,Standard,1,Msk,38
2011/2012,BC Public School,6060040,Buick Creek Elementary,Standard,2,Msk,38
2011/2012,BC Public School,6060040,Buick Creek Elementary,Standard,3,Msk,38
2011/2012,BC Public School,6060040,Buick Creek Elementary,Standard,4,Msk,38
2011/2012,BC Public School,6060040,Buick Creek Elementary,Standard,5,Msk,38
2011/2012,BC Public School,6060040,Buick Creek Elementary,Standard,6,Msk,38
2011/2012,BC Public School,6060040,Buick Creek Elementary,Standard,7,Msk,38
2011/2012,BC Public School,6060040,Buick Creek Elementary,Standard,KF,Msk,38
2011/2012,BC Public School,6060045,Clearview Elem-Jr Secondary,Standard,1,17,144
2011/2012,BC Public School,6060045,Clearview Elem-Jr Secondary,Standard,2,14,144
2011/2012,BC Public School,6060045,Clearview Elem-Jr Secondary,Standard,3,12,144
2011/2012,BC Public School,6060045,Clearview Elem-Jr Secondary,Standard,4,16,144
2011/2012,BC Public School,6060045,Clearview Elem-Jr Secondary,Standard,5,17,144
2011/2012,BC Public School,6060045,Clearview Elem-Jr Secondary,Standard,6,15,144
2011/2012,BC Public School,6060045,Clearview Elem-Jr Secondary,Standard,7,14,144
2011/2012,BC Public School,6060045,Clearview Elem-Jr Secondary,Standard,8,11,144
2011/2012,BC Public School,6060045,Clearview Elem-Jr Secondary,Standard,9,Msk,144
2011/2012,BC Public School,6060045,Clearview Elem-Jr Secondary,Standard,10,Msk,144
2011/2012,BC Public School,6060045,Clearview Elem-Jr Secondary,Standard,KF,15,144
2011/2012,BC Public School,6060047,C M Finch Elementary,Standard,1,38,244
2011/2012,BC Public School,6060047,C M Finch Elementary,Standard,2,19,244
2011/2012,BC Public School,6060047,C M Finch Elementary,Standard,3,40,244
2011/2012,BC Public School,6060047,C M Finch Elementary,Standard,4,30,244
2011/2012,BC Public School,6060047,C M Finch Elementary,Standard,5,41,244
2011/2012,BC Public School,6060047,C M Finch Elementary,Standard,6,40,244
2011/2012,BC Public School,6060047,C M Finch Elementary,Standard,KF,36,244
2011/2012,BC Public School,6060051,Upper Pine Elem-Jr Secondary,Standard,1,22,206
2011/2012,BC Public School,6060051,Upper Pine Elem-Jr Secondary,Standard,2,29,206
2011/2012,BC Public School,6060051,Upper Pine Elem-Jr Secondary,Standard,3,29,206
2011/2012,BC Public School,6060051,Upper Pine Elem-Jr Secondary,Standard,4,22,206
2011/2012,BC Public School,6060051,Upper Pine Elem-Jr Secondary,Standard,5,23,206
2011/2012,BC Public School,6060051,Upper Pine Elem-Jr Secondary,Standard,6,20,206
2011/2012,BC Public School,6060051,Upper Pine Elem-Jr Secondary,Standard,7,22,206
2011/2012,BC Public School,6060051,Upper Pine Elem-Jr Secondary,Standard,8,16,206
2011/2012,BC Public School,6060051,Upper Pine Elem-Jr Secondary,Standard,KF,23,206
2011/2012,BC Public School,6060056,Baldonnel Elementary,Standard,1,15,127
2011/2012,BC Public School,6060056,Baldonnel Elementary,Standard,2,14,127
2011/2012,BC Public School,6060056,Baldonnel Elementary,Standard,3,21,127
2011/2012,BC Public School,6060056,Baldonnel Elementary,Standard,4,14,127
2011/2012,BC Public School,6060056,Baldonnel Elementary,Standard,5,19,127
2011/2012,BC Public School,6060056,Baldonnel Elementary,Standard,6,25,127
2011/2012,BC Public School,6060056,Baldonnel Elementary,Standard,KF,19,127
2011/2012,BC Public School,6060058,Duncan Cran Elementary,Standard,1,36,240
2011/2012,BC Public School,6060058,Duncan Cran Elementary,Standard,2,42,240
2011/2012,BC Public School,6060058,Duncan Cran Elementary,Standard,3,33,240
2011/2012,BC Public School,6060058,Duncan Cran Elementary,Standard,4,26,240
2011/2012,BC Public School,6060058,Duncan Cran Elementary,Standard,5,28,240
2011/2012,BC Public School,6060058,Duncan Cran Elementary,Standard,6,38,240
2011/2012,BC Public School,6060058,Duncan Cran Elementary,Standard,KF,37,240
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,1,11,152
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,2,Msk,152
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,3,12,152
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,4,10,152
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,5,Msk,152
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,6,12,152
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,7,Msk,152
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,8,Msk,152
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,9,19,152
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,10,16,152
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,11,15,152
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,12,16,152
2011/2012,BC Public School,6060060,Hudson's Hope School,Standard,KF,10,152
2011/2012,BC Public School,6060061,Upper Halfway Elem-Jr Secondary,Standard,1,Msk,36
2011/2012,BC Public School,6060061,Upper Halfway Elem-Jr Secondary,Standard,2,Msk,36
2011/2012,BC Public School,6060061,Upper Halfway Elem-Jr Secondary,Standard,3,Msk,36
2011/2012,BC Public School,6060061,Upper Halfway Elem-Jr Secondary,Standard,4,Msk,36
2011/2012,BC Public School,6060061,Upper Halfway Elem-Jr Secondary,Standard,5,Msk,36
2011/2012,BC Public School,6060061,Upper Halfway Elem-Jr Secondary,Standard,6,Msk,36
2011/2012,BC Public School,6060061,Upper Halfway Elem-Jr Secondary,Standard,7,Msk,36
2011/2012,BC Public School,6060061,Upper Halfway Elem-Jr Secondary,Standard,KF,Msk,36
2011/2012,BC Public School,6060062,Bert Bowes Middle School,Standard,7,132,425
2011/2012,BC Public School,6060062,Bert Bowes Middle School,Standard,8,162,425
2011/2012,BC Public School,6060062,Bert Bowes Middle School,Standard,9,131,425
2011/2012,BC Public School,6060063,Dr Kearney Middle School,Standard,7,171,537
2011/2012,BC Public School,6060063,Dr Kearney Middle School,Standard,8,165,537
2011/2012,BC Public School,6060063,Dr Kearney Middle School,Standard,9,201,537
2011/2012,BC Public School,6098006,Northern BC Distance Ed School,District Distance Ed,1,Msk,351
2011/2012,BC Public School,6098006,Northern BC Distance Ed School,District Distance Ed,2,Msk,351
2011/2012,BC Public School,6098006,Northern BC Distance Ed School,District Distance Ed,3,10,351
2011/2012,BC Public School,6098006,Northern BC Distance Ed School,District Distance Ed,4,Msk,351
2011/2012,BC Public School,6098006,Northern BC Distance Ed School,District Distance Ed,5,Msk,351
2011/2012,BC Public School,6098006,Northern BC Distance Ed School,District Distance Ed,6,10,351
2011/2012,BC Public School,6098006,Northern BC Distance Ed School,District Distance Ed,7,12,351
2011/2012,BC Public School,6098006,Northern BC Distance Ed School,District Distance Ed,8,15,351
2011/2012,BC Public School,6098006,Northern BC Distance Ed School,District Distance Ed,9,17,351
2011/2012,BC Public School,6098006,Northern BC Distance Ed School,District Distance Ed,10,43,351
2011/2012,BC Public School,6098006,Northern BC Distance Ed School,District Distance Ed,11,57,351
