DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_YEAR,MEASURE_NAME,MEASURE_VALUE
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,73
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011014,Rossland Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011014,Rossland Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011014,Rossland Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011014,Rossland Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011014,Rossland Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011014,Rossland Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011014,Rossland Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,99
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011014,Rossland Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011014,Rossland Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011014,Rossland Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,02011014-20020929,Rossland Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,02011014-20020929,Rossland Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,02011014-20020929,Rossland Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,02011014-20020929,Rossland Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,02011014-20020929,Rossland Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,02011014-20020929,Rossland Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,1996/1997,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,1997/1998,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,1998/1999,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,2000/2001,FIRST TIME GRADE 12 GRAD,20
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,2001/2002,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,2002/2003,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,2003/2004,FIRST TIME GRADE 12 GRAD,12
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,2004/2005,FIRST TIME GRADE 12 GRAD,29
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,2005/2006,FIRST TIME GRADE 12 GRAD,13
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,2006/2007,FIRST TIME GRADE 12 GRAD,27
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,2008/2009,FIRST TIME GRADE 12 GRAD,17
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,2009/2010,FIRST TIME GRADE 12 GRAD,7
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2020000,Continuing Ed SD 20,2011/2012,FIRST TIME GRADE 12 GRAD,7
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,1997/1998,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,1998/1999,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,2000/2001,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,2001/2002,FIRST TIME GRADE 12 GRAD,27
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,2002/2003,FIRST TIME GRADE 12 GRAD,55
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,2003/2004,FIRST TIME GRADE 12 GRAD,30
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,2004/2005,FIRST TIME GRADE 12 GRAD,45
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,2005/2006,FIRST TIME GRADE 12 GRAD,58
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,2006/2007,FIRST TIME GRADE 12 GRAD,47
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,2008/2009,FIRST TIME GRADE 12 GRAD,36
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,2009/2010,FIRST TIME GRADE 12 GRAD,50
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,2010/2011,FIRST TIME GRADE 12 GRAD,53
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099088,Cooperative Education,2011/2012,FIRST TIME GRADE 12 GRAD,42
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099089,Junior Alternate Program,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099089,Junior Alternate Program,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099089,Junior Alternate Program,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099089,Junior Alternate Program,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099089,Junior Alternate Program,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,1997/1998,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,1998/1999,FIRST TIME GRADE 12 GRAD,24
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,1999/2000,FIRST TIME GRADE 12 GRAD,46
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,2000/2001,FIRST TIME GRADE 12 GRAD,20
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,2001/2002,FIRST TIME GRADE 12 GRAD,30
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,2002/2003,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,2003/2004,FIRST TIME GRADE 12 GRAD,33
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,2004/2005,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,2005/2006,FIRST TIME GRADE 12 GRAD,31
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,2010/2011,FIRST TIME GRADE 12 GRAD,15
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099090,On-Line Learning Centre,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099137,Kootenay-Columbia Learning Centre,2003/2004,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099137,Kootenay-Columbia Learning Centre,2005/2006,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099137,Kootenay-Columbia Learning Centre,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2099137,Kootenay-Columbia Learning Centre,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,22,Vernon,2222000,Continuing Ed SD 22,2001/2002,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,22,Vernon,2222000,Continuing Ed SD 22,2002/2003,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,22,Vernon,2222000,Continuing Ed SD 22,2003/2004,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,22,Vernon,2222000,Continuing Ed SD 22,2004/2005,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,22,Vernon,2222000,Continuing Ed SD 22,2005/2006,FIRST TIME GRADE 12 GRAD,11
SCHOOL LEVEL,BC Public School,22,Vernon,2222000,Continuing Ed SD 22,2006/2007,FIRST TIME GRADE 12 GRAD,11
SCHOOL LEVEL,BC Public School,22,Vernon,2222000,Continuing Ed SD 22,2007/2008,FIRST TIME GRADE 12 GRAD,5
SCHOOL LEVEL,BC Public School,22,Vernon,2222000,Continuing Ed SD 22,2008/2009,FIRST TIME GRADE 12 GRAD,16
SCHOOL LEVEL,BC Public School,22,Vernon,2222000,Continuing Ed SD 22,2009/2010,FIRST TIME GRADE 12 GRAD,11
SCHOOL LEVEL,BC Public School,22,Vernon,2222000,Continuing Ed SD 22,2010/2011,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,22,Vernon,2222000,Continuing Ed SD 22,2011/2012,FIRST TIME GRADE 12 GRAD,6
SCHOOL LEVEL,BC Public School,22,Vernon,2222004,Charles Bloom Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,22,Vernon,2222004,Charles Bloom Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,22,Vernon,2222004,Charles Bloom Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,66
SCHOOL LEVEL,BC Public School,22,Vernon,2222004,Charles Bloom Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,22,Vernon,2222004,Charles Bloom Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,22,Vernon,2222004,Charles Bloom Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,22,Vernon,2222004,Charles Bloom Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,22,Vernon,2222004,Charles Bloom Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,22,Vernon,2222004,Charles Bloom Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,22,Vernon,2222004,Charles Bloom Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,67
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,76
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,66
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,78
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,68
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,72
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,71
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,62
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,72
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,73
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,76
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,76
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,99
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,96
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,96
SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,22,Vernon,2222027,Charles Bloom Elementary Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,22,Vernon,2222027,Charles Bloom Elementary Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,22,Vernon,2222027,Charles Bloom Elementary Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,22,Vernon,2222027,Charles Bloom Elementary Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,22,Vernon,2222027,Charles Bloom Elementary Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,22,Vernon,2222027,Charles Bloom Elementary Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,97
SCHOOL LEVEL,BC Public School,22,Vernon,2299077,Open Door Alternate School,1996/1997,FIRST TIME GRADE 12 GRAD,1
