DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_YEAR,MEASURE_NAME,MEASURE_VALUE
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464003,Mayne Island School,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464003,Mayne Island School,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464003,Mayne Island School,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464003,Mayne Island School,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464003,Mayne Island School,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464004,Saturna Island Elementary,2001/2002,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464004,Saturna Island Elementary,2002/2003,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464004,Saturna Island Elementary,2005/2006,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464004,Saturna Island Elementary,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464004,Saturna Island Elementary,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464005,Galiano Community School,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464005,Galiano Community School,2000/2001,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464005,Galiano Community School,2001/2002,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464005,Galiano Community School,2002/2003,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464005,Galiano Community School,2003/2004,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464005,Galiano Community School,2004/2005,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464005,Galiano Community School,2005/2006,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464005,Galiano Community School,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464005,Galiano Community School,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464005,Galiano Community School,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464005,Galiano Community School,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464005,Galiano Community School,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464006,Salt Spring Island Middle School,2002/2003,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464006,Salt Spring Island Middle School,2003/2004,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464006,Salt Spring Island Middle School,2004/2005,FIRST TIME GRADE 12 GRAD,10
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464006,Salt Spring Island Middle School,2005/2006,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,70
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,61
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,67
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,70
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,72
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,78
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,65
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6499074,Phoenix Elementary,2000/2001,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6499074,Phoenix Elementary,2002/2003,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,64,Gulf Islands,6499219,Windsor House School,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,77
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,70
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,70
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,65
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,96
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715004,Kaleden Elementary,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,79
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,97
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715016,ConnectEd - Distributed Learning,2004/2005,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715016,ConnectEd - Distributed Learning,2005/2006,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715016,ConnectEd - Distributed Learning,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715016,ConnectEd - Distributed Learning,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715016,ConnectEd - Distributed Learning,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715016,ConnectEd - Distributed Learning,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715016,ConnectEd - Distributed Learning,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6767000,ConnectEd - Continuing Education,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6767000,ConnectEd - Continuing Education,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,76
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,73
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799001,Penticton Alternate School,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799183,ConnectedEd - Senior Alternate,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799183,ConnectedEd - Senior Alternate,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799183,ConnectedEd - Senior Alternate,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799183,ConnectedEd - Senior Alternate,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799203,Summerland Secondary Alternate,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799203,Summerland Secondary Alternate,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799203,Summerland Secondary Alternate,2011/2012,FIRST TIME GRADE 12 GRAD,60
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799204,Princess Margaret AIM,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799204,Princess Margaret AIM,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799204,Princess Margaret AIM,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799205,Penticton Secondary Stride,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799205,Penticton Secondary Stride,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6799205,Penticton Secondary Stride,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868000,Continuing Ed SD 68,1996/1997,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868000,Continuing Ed SD 68,2003/2004,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868000,Continuing Ed SD 68,2004/2005,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868000,Continuing Ed SD 68,2005/2006,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868000,Continuing Ed SD 68,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868000,Continuing Ed SD 68,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868000,Continuing Ed SD 68,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868000,Continuing Ed SD 68,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,68
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,76
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,70
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,76
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,77
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,67
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,65
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,62
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,67
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,70
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,73
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,76
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,78
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,70
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,73
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,77
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,74
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,66
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,74
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,68
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,79
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,71
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,78
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,78
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,89
