SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_PHYSICAL_ADDRESS,SCHOOL_CITY,SCHOOL_PROVINCE,SCHOOL_POSTAL_CODE,SCHOOL_PHONE_NUMBER,SCHOOL_FAX_NUMBER,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,ORGANIZATION_EDUCATION_LEVEL,GRADE_STRING,HAS_ELEMENTARY_GRADES_FLAG,HAS_SECONDARY_GRADES_FLAG
2011/2012,BC Public School,59,Peace River South,5959010,Pouce Coupe Elementary,Standard,5010 - 52 Ave,Pouce Coupe,BC,V0C2C0,250 786-5314,250 786-0014,55.5534,-120.082,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,59,Peace River South,5959011,Chetwynd Secondary,Standard,5000 46th St,Chetwynd,BC,V0C1J0,250 788-2267,250 788-9729,55.696,-121.614,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,59,Peace River South,5959012,Windrem Elementary,Standard,5004 46th St,Chetwynd,BC,V0C1J0,250 788-2528,250 788-3894,55.696,-121.614,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,59,Peace River South,5959013,Don Titus Elementary,Standard,5304 - 47th Ave,Chetwynd,BC,V0C1J0,250 788-2531,250 788-2532,55.6988,-121.638,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,59,Peace River South,5959014,Devereaux Elementary,Standard,4584 - 208 Rd,Arras,BC,V0C1B0,250 843-7300,250 843-7300,55.7609,-120.235,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,59,Peace River South,5959018,Moberly Lake Elementary,Standard,6531 Lakeshore Dr,Moberly Lake,BC,V0C1X0,250 788-2574,250 788-2574,55.833,-121.757,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,59,Peace River South,5959019,Mcleod Elementary,Standard,8025 Rd 265,Groundbirch,BC,V0C1T0,250 843-7374,250 843-7374,55.7871,-120.846,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,59,Peace River South,5959020,Rolla Traditional School,Standard,5167 405 St,Rolla,BC,V0C2G0,250 759-4777,250 759-4779,55.9004,-120.144,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,59,Peace River South,5959022,Tate Creek Elementary,Standard,15439 Frontage Rd,Tomslake,BC,V0C2L0,250 786-5577,250 786-5519,55.5534,-120.082,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,59,Peace River South,5959024,Parkland Elementary,Standard,5104 Parkland Rd,Farmington,BC,V0C1N0,250 843-7777,250 843-7777,55.9132,-120.572,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,59,Peace River South,5959025,South Peace Elementary,Standard,2371 Triangle Rd,Farmington,BC,V1G4R8,250 219-1059,,55.7605,-120.235,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Public School,59,Peace River South,5959027,Tumbler Ridge Secondary,Standard,180 Southgate,Tumbler Ridge,BC,V0C2W0,250 242-4227,250 242-3600,55.123,-121,ELEMENTARY SECONDARY,12-Jul,TRUE,TRUE
2011/2012,BC Public School,59,Peace River South,5959029,Tumbler Ridge Elementary,Standard,355 Monkman Way,Tumbler Ridge,BC,V0C2W0,250 242-5281,250 242-5785,55.1289,-121.005,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,59,Peace River South,5959031,Little Prairie Elementary,Standard,4200 - 51st Ave,Chetwynd,BC,V0C1J0,250 788-1924,250 788-1923,55.6955,-121.596,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,59,Peace River South,5959032,Peace View School,Standard,4414 Triangle Rd,Farmington,BC,V1G4R8,250 789-2280,,55.7609,-120.236,ELEMENTARY JR SECONDARY,09-Jan,TRUE,TRUE
2011/2012,BC Public School,59,Peace River South,5999102,South Peace Distributed Learning School,District Distance Ed,1004 McKellar Avenue,Dawson Creek,BC,V1G3V2,250 782-8522,250 782-5484,55.7538,-120.234,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,59,Peace River South,5999212,South Peace Alternate,Alternate,10808 15 St,Dawson Creek,BC,V1G3Z3,250 782-5585,250 782-7221,55.7515,-120.244,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Public School,60,Peace River North,6060006,Charlie Lake Elementary,Standard,12655 Charlie Lake Frt,Charlie Lake,BC,V0C1H0,250 785-2025,250 785-8138,56.2733,-120.951,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,60,Peace River North,6060007,Ecole Central Elem School of the Arts,Standard,10215 99 Ave,Fort St John,BC,V1J1V5,250 785-4511,250 785-2810,56.2449,-120.852,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,60,Peace River North,6060015,North Peace Secondary,Standard,9304 86 St,Fort St John,BC,V1J6L9,250 785-4429,250 785-4687,56.24,-120.823,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,60,Peace River North,6060021,Taylor Elementary,Standard,9808 Birch Ave E.,Taylor,BC,V0C2K0,250 789-3323,250 789-3618,56.1668,-120.691,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,60,Peace River North,6060025,Alwin Holland Elementary,Standard,10615 96 St,Fort St John,BC,V1J3R3,250 785-6125,250 785-6123,56.2525,-120.84,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,60,Peace River North,6060026,Robert Ogilvie Elementary,Standard,9907 86 St,Fort St John,BC,V1J4M7,250 785-3704,250 785-7963,56.2458,-120.82,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,60,Peace River North,6060030,Wonowon Elementary,Standard,Box 119,Wonowon,BC,V0C2N0,250 772-3353,250 772-3354,56.2446,-120.851,ELEMENTARY,K-8,TRUE,TRUE
2011/2012,BC Public School,60,Peace River North,6060032,Bert Ambrose,Standard,9616 115 Ave,Fort St. John,BC,V1S2Y1,250 785-2321,250 785-2386,,,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,60,Peace River North,6060039,Prespatou Elem-Secondary,Standard,22113 Triad Rd,Prespatou,BC,V0C2S0,250 630-2241,250 630-2323,56.9163,-121.062,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,60,Peace River North,6060040,Buick Creek Elementary,Standard,15263 Buick Creek,Buick,BC,V0C2R0,250 630-2231,250 630-2231,56.2446,-120.851,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,60,Peace River North,6060045,Clearview Elem-Jr Secondary,Standard,Rd #223  House 13786,Cecil Lake,BC,V0C1G0,250 781-3333,250 781-3402,56.2449,-120.852,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2011/2012,BC Public School,60,Peace River North,6060047,C M Finch Elementary,Standard,10904 106 St,Fort St John,BC,V1J4G3,250 785-8580,250 785-8581,56.2548,-120.859,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,60,Peace River North,6060051,Upper Pine Elem-Jr Secondary,Standard,16242 Rose Prairie Hwy,Fort St John,BC,V1J6L7,250 827-3691,250 827-3570,56.2445,-120.85,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Public School,60,Peace River North,6060056,Baldonnel Elementary,Standard,5836 Baldonnel Rd,Baldonnel,BC,V0C1C0,250 789-3396,250 789-3287,56.2445,-120.85,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,60,Peace River North,6060058,Duncan Cran Elementary,Standard,8130 89 Ave,Fort St John,BC,V1J5S5,250 787-0417,250 785-1581,56.2359,-120.814,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,60,Peace River North,6060060,Hudson's Hope School,Standard,10441 Holland St,Hudson'S Hope,BC,V0C1V0,250 783-9994,250 783-5465,56.0229,-121.922,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,60,Peace River North,6060061,Upper Halfway Elem-Jr Secondary,Standard,10716 97 Ave,Fort St John,BC,V1J6L7,250 772-5032,250 772-5033,56.2446,-120.85,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,60,Peace River North,6060062,Bert Bowes Middle School,Standard,9816 106 St,Fort St. John,BC,V1J4E6,250 785-6717,250 785-5043,56.2451,-120.858,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2011/2012,BC Public School,60,Peace River North,6060063,Dr Kearney Middle School,Standard,10723 92 St,Fort St. John,BC,V1J3J4,250 785-8378,250 785-1678,56.2532,-120.832,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2011/2012,BC Public School,60,Peace River North,6098006,Northern BC Distance Ed School,District Distance Ed,10511 99 Ave,Fort St John,BC,V1J1V6,250 261-5660,250 785-1188,56.2454,-120.857,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,60,Peace River North,6099120,Key Learning Centre,Alternate,10511 99 Ave,Fort St John,BC,V1J1V6,250 261-5660,250 261-2994,56.245,-120.856,JUNIOR SECONDARY,10-Aug,FALSE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161000,Continuing Ed SD 61,Continuing Ed,923 Topaz Ave 2nd Floor,Victoria,BC,V8T2M2,250 360-4332,250 360-4370,48.4421,-123.363,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161001,Gordon Head Middle School,Standard,1671 Kenmore Rd,Victoria,BC,V8N4M8,250 477-1855,250 472-0159,48.4825,-123.329,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161002,South Park Family School,Standard,508 Douglas St,Victoria,BC,V8V2P7,250 382-5234,250 381-3209,48.4176,-123.366,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161004,Victoria West Elementary,Standard,750 Front St,Victoria,BC,V9A3Y4,250 382-9131,250 382-3741,48.4333,-123.388,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161005,George Jay Elementary,Standard,1118 Princess Ave,Victoria,BC,V8T1L3,250 385-3381,250 360-0952,48.4328,-123.352,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161006,Victor School,Alternate,2260 Victor St,Victoria,BC,V8R4C5,250 595-7511,250 519-2109,48.432,-123.337,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161007,Sir James Douglas Elementary,Standard,401 Moss St,Victoria,BC,V8V4N2,250 382-7788,250 388-3673,48.4154,-123.349,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161008,Sundance Elementary,Standard,1625 Bank St,Victoria,BC,V8R4V5,250 598-5012,250 598-5031,48.4276,-123.329,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161010,Craigflower Elementary,Standard,2766 Admirals Rd,Victoria,BC,V9A2R3,250 384-8157,250 360-1054,48.4529,-123.422,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161012,Margaret Jenkins Elementary,Standard,1824 Fairfield Rd,Victoria,BC,V8S1G8,250 598-5191,250 598-0044,48.4157,-123.33,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161013,Oaklands Elementary,Standard,2827 Belmont Ave,Victoria,BC,V8R4B2,250 595-2444,250 595-4789,48.4408,-123.339,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161016,Ecole Quadra Elementary,Standard,3031 Quadra St,Victoria,BC,V8T4G2,250 382-8296,250 382-3649,48.445,-123.361,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161018,Victoria High,Standard,1260 Grant St,Victoria,BC,V8T1C2,250 388-5456,250 388-6702,48.4289,-123.348,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161019,Cloverdale Traditional Elementary,Standard,3427 Quadra St,Victoria,BC,V8X1G8,250 382-7231,250 384-5661,48.4542,-123.36,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161020,Tillicum Community School,Standard,3155 Albina St,Victoria,BC,V9A1Z6,250 386-1408,250 380-2805,48.4524,-123.393,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161021,Ecole Willows Elementary,Standard,2780 Richmond Rd,Victoria,BC,V8R4T4,250 592-2486,250 592-3964,48.4399,-123.328,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161024,Oak Bay Secondary,Standard,2151 Cranmore Rd,Victoria,BC,V8R1Z2,250 598-3361,250 598-0710,48.4328,-123.318,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161025,Cedar Hill Middle,Standard,3910 Cedar Hill Rd,Victoria,BC,V8P3Z9,250 477-6945,250 721-1960,48.4663,-123.336,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161027,Mckenzie Elementary,Standard,4005 Raymond St N,Victoria,BC,V8Z4K9,250 479-1691,250 479-5285,48.4673,-123.392,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161028,Doncaster Elementary,Standard,1525 Rowan St,Victoria,BC,V8P1X4,250 595-3611,250 598-5947,48.4572,-123.338,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161029,View Royal Elementary,Standard,218 Helmcken Rd,Victoria,BC,V9B1S6,250 479-1671,250 744-2389,48.4573,-123.438,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161030,Frank Hobbs Elementary,Standard,3875 Haro Rd,Victoria,BC,V8N4A6,250 477-1804,250 477-3392,48.4655,-123.301,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161032,Strawberry Vale Elementary,Standard,4109 Rosedale Ave,Victoria,BC,V8Z5J5,250 479-4014,250 479-5322,48.4784,-123.417,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161033,James Bay Community,Standard,140 Oswego St,Victoria,BC,V8V2B1,250 384-7184,250 383-7152,48.4168,-123.38,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161035,Central Middle School,Standard,1280 Fort St,Victoria,BC,V8V3L2,250 386-3591,250 361-1403,48.4234,-123.346,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161036,Lansdowne Middle School,Standard,1765 Lansdowne Rd,Victoria,BC,V8P1A7,250 598-3336,250 598-2945,48.4461,-123.328,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161038,Glanford Middle School,Standard,4140 Glanford Ave,Victoria,BC,V8Z4A8,250 479-7179,250 479-4629,48.4764,-123.391,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161040,Ecole Macaulay Elementary,Standard,1010 Wychbury Ave,Victoria,BC,V9A5K6,250 385-3441,250 385-7572,48.4252,-123.406,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161042,Lake Hill Elementary,Standard,1031 Lucas Ave,Victoria,BC,V8X5L2,250 479-2896,250 479-6511,48.4791,-123.367,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161046,Ecole Marigold School,Standard,3751 Grange Rd,Victoria,BC,V8Z4T2,250 479-8256,250 744-3187,48.4624,-123.411,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161047,Campus View Elementary,Standard,3900 Gordon Head Rd,Victoria,BC,V8P4X3,250 477-0178,250 477-2542,48.4657,-123.321,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161048,Esquimalt High,Standard,847 Colville Rd,Victoria,BC,V9A4N9,250 382-9226,250 361-1263,48.4388,-123.396,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161049,Mount Douglas Secondary,Standard,3970 Gordon Head Rd,Victoria,BC,V8N3X3,250 477-6977,250 477-0277,48.471,-123.317,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161051,Braefoot Elementary,Standard,1440 Harrop Rd,Victoria,BC,V8P2S6,250 477-6948,250 477-9616,48.4695,-123.344,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161052,Hillcrest Elementary,Standard,4421 Greentree Terr,Victoria,BC,V8N3S9,250 477-7273,250 477-8400,48.4848,-123.315,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161054,Northridge Elementary,Standard,4190 Carey Rd,Victoria,BC,V8Z4G8,250 479-8293,250 479-4639,48.4801,-123.4,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161056,Rockheights Middle School,Standard,1250 Highrock Ave,Victoria,BC,V9A4V7,250 384-7125,250 384-7263,48.4346,-123.412,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161057,Reynolds Secondary,Standard,3963 Borden St,Victoria,BC,V8P3H9,250 479-1696,250 479-6677,48.4679,-123.36,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161058,Shoreline Community Middle School,Standard,2750 Shoreline Dr,Victoria,BC,V9B1M6,250 386-8367,250 361-2630,48.4531,-123.426,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161062,Arbutus Middle School,Standard,2306 Edgelow St,Victoria,BC,V8N1R5,250 477-1878,250 477-2553,48.4708,-123.308,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161063,Spectrum Community,Standard,957 Burnside Rd W,Victoria,BC,V8Z6E9,250 479-8271,250 479-8204,48.4621,-123.407,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161064,Lambrick Park Secondary,Standard,4139 Torquay Dr,Victoria,BC,V8N3L1,250 477-0181,250 477-0143,48.4793,-123.332,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161065,Torquay Elementary,Standard,4413 Torquay Dr,Victoria,BC,V8N3L3,250 477-9511,250 477-5412,48.4873,-123.324,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161066,Rogers Elementary,Standard,765 Rogers Ave,Victoria,BC,V8X5K6,250 727-0188,250 727-2079,48.4759,-123.381,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161067,Eagle View Elementary,Standard,97 Talcott Rd,Victoria,BC,V9B6L9,250 744-2701,250 744-2703,48.4649,-123.442,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,61,Greater Victoria,6161068,Colquitz Middle School,Standard,505 Dumeresq St,Victoria,BC,V8Z1X3,250 479-1678,250 479-2752,48.4613,-123.393,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6161069,Monterey Middle School,Standard,851 Monterey Ave,Victoria,BC,V8S4V1,250 598-4589,250 598-3481,48.4183,-123.315,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6199013,Pembroke Street School,Youth Custody,94 Talcott Rd,Victoria,BC,V9B6L9,250 708-2223,250 704-0304,48.4645,-123.442,SENIOR SECONDARY,12,FALSE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6199015,Girls' Alternative Program,Alternate,3020 Richmond Rd,Victoria,BC,V8R4V1,250 598-3144,250 598-6074,48.445,-123.327,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6199033,S J Willis Alternative School,Alternate,923 Topaz Ave,Victoria,BC,V8T2M2,250 360-4321,250 360-4320,48.4421,-123.363,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,61,Greater Victoria,6199146,Home Learners' Link,District Distance Ed,3130 Jutland Rd,Victoria,BC,V8T2T3,250 382-1015,250 382-1886,48.4439,-123.375,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,62,Sooke,6262000,Westshore Centre for Learning & Training,Continuing Ed,101 814 Goldstream Ave,Victoria,BC,V9B2X7,250 391-9002,250 391-9007,48.4359,-123.514,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,62,Sooke,6262002,Happy Valley Elementary,Standard,3291 Happy Valley Rd,Victoria,BC,V9C3Z3,250 478-3232,250 391-9624,48.4293,-123.529,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262004,Sooke Elementary,Standard,6560 Sooke Rd.,Sooke,BC,V0S1N0,250 642-5431,250 642-4666,48.3798,-123.716,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262005,Port Renfrew Elementary,Standard,6633 Deering Rd,Port Renfrew,BC,V0S1K0,250 647-5577,250 647-5534,48.5581,-124.394,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262007,Ruth King Elementary,Standard,2764 Jacklin Rd,Victoria,BC,V9B3X6,250 478-8368,250 478-7081,48.4516,-123.505,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262010,Sangster Elementary,Standard,3325 Metchosin Rd,Victoria,BC,V9C2A4,250 478-9631,250 478-4028,48.4206,-123.486,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262011,Millstream Elementary,Standard,626 Hoylake Ave,Victoria,BC,V9B3P7,250 478-8348,250 474-5736,48.4661,-123.496,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262012,Saseenos Elementary,Standard,6066 Sooke Rd,Sooke,BC,V9Z0C1,250 642-5261,250 642-3867,,,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262013,Belmont Secondary,Standard,3067 Jacklin Rd,Victoria,BC,V9B3Y7,250 478-5501,250 478-2879,48.4377,-123.513,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,62,Sooke,6262015,Savory Elementary,Standard,2721 Grainger Rd,Victoria,BC,V9B3K7,250 478-9586,250 478-2591,48.4482,-123.488,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262016,Dunsmuir Middle School,Standard,3341 Painter Rd,Victoria,BC,V9C2J1,250 478-5548,250 478-0738,48.4189,-123.489,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2011/2012,BC Public School,62,Sooke,6262018,Hans Helgesen Elementary,Standard,4983 Rocky Point Rd,Victoria,BC,V9C4G4,250 478-3431,250 478-1459,48.366,-123.553,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262020,John Muir Elementary,Standard,7179 West Coast Rd,Sooke,BC,V9Z0R9,250 642-5427,250 642-4465,,,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262021,David Cameron Elementary,Standard,675 Meaford Ave,Victoria,BC,V9B5Y1,250 478-7621,250 478-9295,48.4439,-123.496,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262022,Wishart Elementary,Standard,3310 Wishart Rd,Victoria,BC,V9C1R1,250 478-9528,250 474-5023,48.4217,-123.494,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262023,John Stubbs Elementary Secondary,Standard,301 Zealous Cres,Victoria,BC,V9C1H6,250 478-5571,250 478-7318,48.4369,-123.464,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Public School,62,Sooke,6262025,Spencer Middle School,Standard,1026 Goldstream Ave,Victoria,BC,V9B2Y5,250 474-1291,250 474-2132,48.4498,-123.514,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2011/2012,BC Public School,62,Sooke,6262026,Willway Elementary,Standard,2939 Mt. Wells Dr,Victoria,BC,V9B4T4,250 478-1213,250 474-2946,48.4575,-123.549,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262031,Journey Middle School,Standard,PO Box 100,Sooke,BC,V9Z0E5,250 642-5881,250 642-7137,,,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,62,Sooke,6262032,Lakewood Elementary,Standard,2363 Setchfield Ave,Victoria,BC,V9B5W1,250 474-3449,250 474-1618,48.4652,-123.507,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262033,Edward Milne Community School,Standard,PO Box 1010,Sooke,BC,V9Z1J1,250 642-5211,250 642-7866,,,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Public School,62,Sooke,6262034,Ecole Poirier Elementary,Standard,6526 Throup Rd,Sooke,BC,V0S1N0,250 642-0500,250 642-5115,48.3854,-123.716,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262035,Colwood Elementary,Standard,3000 Wishart Rd,Victoria,BC,V9C1P4,250 478-2332,250 478-9524,48.4345,-123.486,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6262036,Crystal View Elementary,Standard,2662 Silverstone Way,Victoria,BC,V9B6A6,250 478-0576,250 478-3175,48.4519,-123.477,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,62,Sooke,6299042,Pacific Secondary School,Alternate,109 1830 Island Highway,Victoria,BC,V9B1J2,250 474-2505,250 474-6211,48.4626,-123.469,ELEMENTARY SECONDARY,12-Jul,TRUE,TRUE
2011/2012,BC Public School,62,Sooke,6299043,Byte Alternate Program,Alternate,102 814 Goldstream Ave,Victoria,BC,V9B2X7,250 391-9002,250 391-9007,48.4375,-123.484,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,62,Sooke,6299164,Juan de Fuca Distributed Learning,District Distance Ed,101 814 Goldstream Ave,Victoria,BC,V9B2X7,250 391-9002,250 391-9007,48.4496,-123.502,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,63,Saanich,6363000,SD 63 Continuing Ed,Continuing Ed,1649 Mount Newton Cross Rd,Saanichton,BC,V8M1L1,250 652-4042,250 652-9703,48.59778,-123.43129,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,63,Saanich,6363002,Brentwood Elementary,Standard,7085 Wallace Dr,Brentwood Bay,BC,V8M1P9,250 652-3996,250 652-3181,48.5748,-123.447,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,63,Saanich,6363003,Cordova Bay Elementary,Standard,5238 Cordova Bay Rd,Victoria,BC,V8Y2L2,250 658-5315,250 658-4014,48.5269,-123.369,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,63,Saanich,6363004,Deep Cove Elementary,Standard,10975 West Saanich Rd,Sidney,BC,V8L5P6,250 656-7254,250 656-6240,48.6799,-123.458,ELEMENTARY,K-5,TRUE,FALSE
