SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_PHYSICAL_ADDRESS,SCHOOL_CITY,SCHOOL_PROVINCE,SCHOOL_POSTAL_CODE,SCHOOL_PHONE_NUMBER,SCHOOL_FAX_NUMBER,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,ORGANIZATION_EDUCATION_LEVEL,GRADE_STRING,HAS_ELEMENTARY_GRADES_FLAG,HAS_SECONDARY_GRADES_FLAG
2011/2012,BC Independent School,,,4596367,Collingwood School,Standard,70 Morven Dr,West Vancouver,BC,V7S1B2,604 925-3331,604 925-3862,49.3608,-123.12,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,4596639,Island Pacific School,Standard,671 Carter Rd,Bowen Island,BC,V0N1G0,604 947-9311,604 947-9366,49.3823,-123.352,MIDDLE SCHOOL,09-Jun,TRUE,TRUE
2011/2012,BC Independent School,,,4596701,Mulgrave School,Standard,2330 Cypress Lane,West Vancouver,BC,V7S3H9,604 922-3223,604 922-3328,49.3495,-123.195,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,4696657,Gibsons Christian School,Standard,732 School Rd,Gibsons,BC,V0N1V9,604 886-3624,604 886-3625,49.405,-123.51,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,4696703,Sun Haven School,Standard,1341 Margaret Rd RR 22,Roberts Creek,BC,V0N2W2,604 741-0949,604 741-0949,49.4317,-123.669,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Independent School,,,4796088,Assumption School,Standard,7091 Glacier St,Powell River,BC,V8A1R8,604 485-9894,604 485-7984,49.8316,-124.517,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,4796622,Powell River Christian School,Standard,4368 Michigan Ave,Powell River,BC,V8A4Z6,604 485-0006,604 485-0240,49.8342,-124.524,ELEMENTARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,4896700,Whistler Waldorf School,Standard,7324 Kirkpatrick Way,Whistler,BC,V0N1B7,604 932-1885,604 932-1876,50.1337,-122.9487,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,4896709,Cedar Valley Waldorf School,Standard,38265 Westway Ave,Valleycliffe,BC,V0N3G0,604 898-3287,,49.702,-123.131,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,4896826,Squamish Montessori Elementary,Standard,38370 Buckley Ave,Squamish,BC,V8B0A7,604 892-1180,,49.7052,-123.151,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Independent School,,,4996208,Bella Coola Adventist Academy,Standard,PO Box 187,Bella Coola,BC,V0T1C0,250 799-5910,250 799-5982,52.373,-126.7623,ELEMENTARY JR SECONDARY,09-Jan,TRUE,TRUE
2011/2012,BC Independent School,,,4997012,Bella Bella Community School,Standard,7 sasum Dr,Waglisk,BC,V0T1Z0,250 957-2391,250 957-2691,52.1622,-128.1455,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,4997170,ACWSALCTA BAND SCHOOL,Standard,Four Mile Reserve,Bella Coola,BC,V0T1C0,250 799-5911,250 799-5576,52.3731,-126.7627,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,5096623,Living And Learning School,Standard,220 Bay St,Queen Charlotte City,BC,V0T1S0,250 559-8757,250 559-8757,53.2545,-132.0824,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,5296122,Annunciation School,Standard,627 5th Ave W,Prince Rupert,BC,V8J1V1,250 624-5873,250 627-4486,54.3098,-130.325,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,5297028,Coast Tsimshian Academy,Standard,11 Legaic St,Lax Kw Alaams,BC,V0V1H0,250 625-3207,250 625-3425,54.5514,-130.4301,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2011/2012,BC Independent School,,,5396534,Good Shepherd Christian School,Standard,6 Finch Cres,Osoyoos,BC,V0H1V0,250 495-3549,250 495-3549,49.031,-119.473,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,5396599,South Okanagan Adventist Christian,Standard,7916 370th Ave,Oliver,BC,V0H1T0,250 498-4161,250 498-4161,49.1919,-119.541,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,5397491,Sen Pok Chin,Standard,#2 McKinney Rd,Oliver,BC,V0H1T0,250 498-2019,250 498-3096,49.1848,-119.5327,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,5496064,Ebenezer Canadian Reformed School,Standard,1685 Lower Viewmount Rd,Smithers,BC,V0J2N0,250 847-3492,250 847-3912,54.7871,-127.135,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,5496091,Houston Christian School,Standard,2161 Caledonia Ave,Houston,BC,V0J1Z0,250 845-7736,250 845-7738,54.3964,-126.6578,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,5496124,Bulkley Valley Christian School,Standard,3575 14th Ave,Smithers,BC,V0J2N0,250 847-4238,250 847-3564,54.778,-127.155,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,5496157,St Joseph's,Standard,4054 Broadway Ave,Smithers,BC,V0J2N0,250 847-9414,250 847-9402,54.7769,-127.17,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,5496782,Bulkley Valley Christian Distributed Lrn,District Distance Ed,3575 - 14th Avenue,Smithers,BC,V0J2N0,250 847-4238,250 847-3564,54.778,-127.155,ELEMENTARY SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,5796144,Sacred Heart,Standard,785 Patricia Blvd,Prince George,BC,V2L3V5,250 563-5201,250 563-5201,53.9123,-122.739,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,5796160,St Mary's,Standard,1088 Gillett St,Prince George,BC,V2M2V3,250 563-7502,250 563-7818,53.9138,-122.775,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,5796170,Robson Valley Jr Academy,Standard,1055 Lamming Pit Rd,Mcbride,BC,V0J2E0,250 569-2414,250 569-2328,53.3224,-120.247,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,5796230,Cedars Christian School,Standard,701 North Nechako Rd,Prince George,BC,V2K1A2,250 564-0707,250 564-0729,53.9312,-122.783,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,5796310,Immaculate Conception,Standard,3285 Cathedral Ave,Prince George,BC,V2N5R2,250 964-4362,250 964-9465,53.8593,-122.796,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,5796491,Westside Academy,Standard,3791 Highway 16 W,Prince George,BC,V2N5P8,250 964-9600,250 964-9604,53.8362,-122.8371,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,5796684,Zion Lutheran Christian School,Standard,180 Tabor Blvd S,Prince George,BC,V2M5T4,250 562-2777,250 562-3742,53.9255,-122.803,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,5897019,Nkwala School,Standard,9410 NKwala Rd,Douglas Lake,BC,V0E1S0,250 350-3370,250 350-3319,50.1113,-120.7886,ELEMENTARY SECONDARY,K-10,TRUE,TRUE
2011/2012,BC Independent School,,,5897032,Lower Nicola Band School,Standard,181 Nawishaskin Lane,Merritt,BC,V1K0A7,250 378-5527,250 378-6389,50.1303,-120.7723,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Independent School,,,5996172,Notre Dame,Standard,925 104 Ave,Dawson Creek,BC,V1G2H8,250 782-4923,250 782-4388,55.7562,-120.229,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,5996188,Peace Christian School,Standard,5124 46 Ave,Chetwynd,BC,V0C1J0,250 788-2044,250 788-2579,55.701,-121.635,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2011/2012,BC Independent School,,,5996252,Mountain Christian School,Standard,11501 17 St,Dawson Creek,BC,V1G4S7,250 782-9528,250 782-3888,55.7457,-120.251,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,5996525,Ron Pettigrew Christian School,Standard,1761 110 Ave,Dawson Creek,BC,V1G4X4,250 782-4580,250 782-9805,55.7493,-120.253,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,6096378,Church at Blueberry,Standard,PO Box 6227 STN Main,Fort St John,BC,V1J4H7,250 772-5712,250 772-5712,56.2472,-120.8513,ELEMENTARY SECONDARY,12-Jan,TRUE,TRUE
2011/2012,BC Independent School,,,6096473,Christian Life School,Standard,8923 112th Ave,Fort St John,BC,V1J5H8,250 785-1437,250 785-4852,56.2574,-120.829,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,6096841,Diversity by Design DL Academy,District Distance Ed,13437 Luciow Rd N,Charlie Lake,BC,V0C1H0,250 261-4245,888 263-8611,56.2799,-120.96341,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,6196008,St Michaels University School - Senior,Standard,3400 Richmond Rd,Victoria,BC,V8P4P5,250 592-2411,250 592-2812,48.451,-123.326,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Independent School,,,6196010,St Margaret's,Standard,1080 Lucas Ave,Victoria,BC,V8X3P7,250 479-7171,250 479-3244,48.4794,-123.366,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,6196021,Glenlyon Norfolk School,Standard,801 Bank St,Victoria,BC,V8S4A8,250 370-6800,250 370-6811,48.4209,-123.329,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,6196084,Pacific Christian School,Standard,654 Agnes St,Victoria,BC,V8Z2E6,250 479-9365,250 479-3685,48.4729,-123.386,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,6196092,St Andrew's,Standard,1002 Pandora Ave,Victoria,BC,V8V3P5,250 382-3815,250 385-3830,48.4274,-123.356,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,6196097,St Christopher's Montessori,Standard,2619 Currie Rd,Victoria,BC,V8S3B9,250 595-3213,250 595-3208,48.4227,-123.305,UNSPECIFIED,K,TRUE,FALSE
2011/2012,BC Independent School,,,6196107,St Joseph's Catholic,Standard,757 Burnside Rd W,Victoria,BC,V8Z1M9,250 479-1232,250 479-1907,48.4623,-123.403,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,6196154,St Patrick's School,Standard,2368 Trent St,Victoria,BC,V8R4Z3,250 592-6713,250 592-6717,48.4328,-123.324,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,6196265,Discovery School,Standard,4052 Wilkinson Rd,Victoria,BC,V8Z5A5,250 595-7765,250 595-7712,48.4752,-123.413,ELEMENTARY JR SECONDARY,08-Jan,TRUE,TRUE
2011/2012,BC Independent School,,,6196341,St Andrew's Regional High,Standard,880 Mckenzie Ave,Victoria,BC,V8X3G5,250 479-1414,250 479-5356,48.4689,-123.374,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,6196347,Selkirk Montessori School,Standard,2970 Jutland Rd,Victoria,BC,V8T5K2,250 384-3414,250 384-3449,48.4403,-123.379,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,6196395,Victoria School for Ideal Education,Standard,2820 Belmont Ave,Victoria,BC,V8R4B1,250 383-6654,250 383-6654,48.4407,-123.339,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Independent School,,,6196427,Maria Montessori,Standard,1841 Fairburn Dr,Victoria,BC,V8N1P8,250 479-4746,250 744-1925,48.4741,-123.318,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,6196469,St Michaels University School - Junior,Standard,820 Victoria Ave,Victoria,BC,V8S4N3,250 598-3922,250 592-0783,48.4182,-123.318,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Independent School,,,6196470,St Michaels University School - Middle,Standard,3400 Richmond Rd,Victoria,BC,V8P4P5,250 592-3549,250 592-3942,48.451,-123.326,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Independent School,,,6196482,Elizabeth Buckley School,Standard,1309 Hillside Ave,Victoria,BC,V8T2B3,250 995-6425,250 995-6428,48.4407,-123.35,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Independent School,,,6196520,Christ Church Cathedral School,Standard,912 Vancouver St,Victoria,BC,V8V3V7,250 383-5125,250 383-5128,48.4218,-123.358,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,6196695,Oak and Orca Bioregional School,Standard,2738 Higgins St,Victoria,BC,V8T3N1,250 383-6609,,48.4416,-123.35,ELEMENTARY SECONDARY,K-11,TRUE,TRUE
2011/2012,BC Independent School,,,6196745,Oak & Orca School (DL),District Distance Ed,2738 Higgins St,Victoria,BC,V8T3N1,250 383-6609,,48.4416,-123.35,ELEMENTARY,K-1,TRUE,FALSE
2011/2012,BC Independent School,,,6196813,Eaton Arrowsmith School (Victoria),Standard,suite 200 3200 Shelbourne St,Victoria,BC,V8P5G8,250 370-0046,250 370-0034,48.4485,-123.333,ELEMENTARY SECONDARY,11-Mar,TRUE,TRUE
2011/2012,BC Independent School,,,6196827,Artemis Place Secondary,Standard,103-2610 Douglas St,Victoria,BC,V8T4M1,250 598-5183,250 388-9153,48.4107,-123.369,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Independent School,,,6296432,West-Mont School,Standard,4075 Metchosin Rd,Victoria,BC,V9C4A4,250 474-2626,250 478-8944,48.3906,-123.525,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,6296461,Lighthouse Christian Academy,Standard,1289 Parkdale Dr,Victoria,BC,V9B4G9,250 474-5311,250 474-5021,48.4395,-123.533,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,6396127,Lakeview Christian School,Standard,729 Cordova Bay Rd,Victoria,BC,V8Y1P7,250 658-5082,250 658-5072,48.5308,-123.385,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,6396287,Island Montessori House,Standard,5575 West Saanich Rd,Victoria,BC,V9E2G1,250 592-4411,250 592-9798,48.5338,-123.438,ELEMENTARY,K-2,TRUE,FALSE
2011/2012,BC Independent School,,,6396767,Regent Christian Online Academy,District Distance Ed,105 4475 Viewmont Ave,Victoria,BC,V8Z6L8,250 592-1759,250 721-0036,48.494,-123.389,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,6496396,Salt Spring Centre School,Standard,355B Blackburn Rd,Salt Spring Island,BC,V8K2B8,250 537-9130,250 537-9132,48.8262,-123.496,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Independent School,,,6796080,Holy Cross Elementary,Standard,1298 Main St,Penticton,BC,V2A5G2,250 492-4480,250 490-4602,49.4847,-119.586,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,6796500,Penticton Christian School,Standard,102-96 Edmonton Ave,Penticton,BC,V2A2G8,250 493-5233,250 276-4124,49.4895,-119.587,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,6796643,Concordia Lutheran School,Standard,2800 South Main Street,Penticton,BC,V2A6W3,250 492-5902,250 493-2074,49.4642,-119.579,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Independent School,,,6796687,Summerland Montessori School,Standard,10317 Prairie Valley Rd,Summerland,BC,V0H1Z0,250 494-7266,250 494-7286,49.5976,-119.683,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Independent School,,,6896229,Discover Montessori School,Standard,945B Waddington Rd,Nanaimo,BC,V9S4V1,250 753-0649,250 753-0655,49.1806,-123.964,ELEMENTARY,K-1,TRUE,FALSE
2011/2012,BC Independent School,,,6896256,Nanaimo Christian School,Standard,198 Holland Rd,Nanaimo,BC,V9R6W2,250 754-4512,250 754-4271,49.1724,-123.999,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,6896650,Malaspina International High School,Standard,900 Fifth St,Nanaimo,BC,V9R5S5,250 740-6317,250 740-6470,49.1548,-123.97,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Independent School,,,6896730,Aspengrove School,Standard,7660 Clark Dr  RR 2,Lantzville,BC,V0R2H0,250 390-2201,250 390-2281,49.2367,-124.0636,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,6896807,Malaspina High School,Standard,900 Fifth St,Nanaimo,BC,V9R5S5,250 740-6317,250 740-6470,49.1548,-123.97,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Independent School,,,6996656,Morning Glory School,Standard,861 Hilliers Rd,Qualicum Beach,BC,V9K1X5,250 752-2722,250 752-8558,49.3108,-124.487,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,7096614,Port Alberni Christian School,Standard,6211 Cherry Creek Rd,Port Alberni,BC,V9Y8S9,250 723-2700,250 723-5799,49.2841,-124.789,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,7096763,John Paul II Catholic School,Standard,4006 8th Ave,Port Alberni,BC,V9Y4S4,250 723-0637,250 720-0379,49.2492,-124.801,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,7097045,Maaqtusiis Secondary,Standard,526 Ahousaht Reserve,Ahousaht,BC,V0R1A0,250 670-9680,250 670-9574,49.28333,-126.06667,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,7097093,Haahuupayak School,Standard,6000 Santu Dr,Port Alberni,BC,V9Y7M2,250 724-5542,250 724-7335,49.264,-124.8504,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Independent School,,,7097490,Maaqtusiis Elementary,Standard,General Delivery,Ahousat,BC,V0R1A0,250 670-9589,250 670-9543,49.2796,-126.0649,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,7196327,Comox Valley Christian School,Standard,2085 Wallace Ave,Comox,BC,V9M1W4,250 339-1200,250 339-1215,49.6772,-124.938,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,7196822,Beachcombers Community School,Standard,c/o 360 Stelling Rd,Fanny Bay,BC,V0R1W0,250 335-1646,250 335-1646,49.4888,-124.805,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,7196840,Saltwater School,Standard,2311 Rosewall Cres,Courtenay,BC,V9N8R9,250 871-7777,,49.67029,-124.99889,ELEMENTARY,K-2,TRUE,FALSE
2011/2012,BC Independent School,,,7296335,Campbell River Christian School,Standard,250 South Dogwood St,Campbell River,BC,V9W6Y7,250 287-4266,250 287-3130,50.0025,-125.248,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,7396094,Our Lady of Perpetual Help,Standard,235 Poplar St,Kamloops,BC,V2B4B9,250 376-2343,250 376-2361,50.6946,-120.362,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,7396194,St Ann's Academy,Standard,205 Columbia St,Kamloops,BC,V2C2S7,250 372-5452,250 372-5257,50.6713,-120.336,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,7396280,Kamloops Christian School,Standard,750 Cottonwood Ave,Kamloops,BC,V2B3X2,250 376-6900,250 376-6904,50.6966,-120.366,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,7397035,Skeetchestn Community School,Standard,278 Deadman Vidette Road,Savona,BC,V0K2J0,250 373-2420,250 373-2429,50.864,-120.961,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,7397036,Skelep School of Excellence,Standard,315 Yellowhead Hwy,Kamloops,BC,V2H1H1,250 828-9777,250 314-1572,50.6794,-120.298,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,7496333,Fountainview Academy,Standard,7615 Lytton-Littooet Highway,Lillooet,BC,V0K1V0,250 256-5400,250 256-5499,50.5345,-121.7679,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Independent School,,,7496828,ADL School,District Distance Ed,520 Main St,Lytton,BC,V0K1Z0,604 725-3000,604 585-4357,50.6947,-121.932,SECONDARY,12-Nov,FALSE,TRUE
2011/2012,BC Independent School,,,7496838,ASCEND Online,District Distance Ed,1566 Stage Rd,Cache Creek,BC,V0K1H0,250 457-9991,250 457-9940,50.81323,-121.31562,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,7497493,Stein Valley Nlakapamux School,Standard,1675 St. George's Rd,Lytton,BC,V0K1Z0,250 455-2522,250 455-2512,50.2654,-121.5988,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,7596034,Seminary of Christ the King,Standard,34224 Dewdney Trk Rd,Mission,BC,V2V4J2,604 826-8715,604 826-8725,49.158,-122.276,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,7596460,Valley Christian School,Standard,32721 Cherry Ave,Mission,BC,V2V2T8,604 826-1388,604 826-2744,49.1547,-122.319,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2011/2012,BC Independent School,,,7596839,Valley Christian School DL,District Distance Ed,32811 Dewdney Trunk Rd,Mission,BC,V2V6X6,604 826-1388,604 826-2744,49.1692,-122.31578,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,7896105,Agassiz Christian School,Standard,7571 Morrow Rd,Agassiz,BC,V0M1A2,604 796-9310,604 796-9519,49.2358,-121.75,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,7897494,Seabird Island Community,Standard,2821 Chowat Road,Agassiz,BC,V0M1A2,604 796-3061,604 796-3068,49.2541,-121.7328,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,7996005,Brentwood College,Standard,2735 Mt Baker Rd,Mill Bay,BC,V0R2P1,250 743-5521,250 743-2911,48.6527,-123.5536,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Independent School,,,7996006,Shawnigan Lake,Standard,1975 Renfrew Rd Postal Bag 2000,Shawnigan Lake,BC,V0R2W1,250 743-5516,250 743-6200,48.6538,-123.638,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,7996017,Queen Margaret's,Standard,660 Brownsey Ave,Duncan,BC,V9L1C2,250 746-4185,250 746-4187,48.7843,-123.719,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,7996086,Duncan Christian School,Standard,495 Beech Ave,Duncan,BC,V9L3J8,250 746-3654,250 746-3615,48.7805,-123.691,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,7996165,St Joseph's,Standard,9735 Elm St,Chemainus,BC,V0R1K1,250 246-3191,250 246-2921,48.922,-123.721,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,7996167,Queen of Angels School,Standard,2085 Maple Bay Rd,Duncan,BC,V9L5L9,250 746-5919,250 746-8689,48.7824,-123.671,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,7996368,Sunrise Waldorf School,Standard,4344 Peters Rd,Duncan,BC,V9L6M3,250 743-7253,250 743-7245,48.7238,-123.647,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,7996446,Evergreen Independent School,Standard,3515 Watson Ave,Cobble Hill,BC,V0R1L0,250 743-2433,250 743-2570,48.6871,-123.601,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,7996680,Island Oak High School,Standard,5814 Banks Rd,Duncan,BC,V9L1L2,250 701-0400,250 701-0400,48.7822,-123.727,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Independent School,,,7996812,Dwight International School,Standard,2371 Shawnigan Lake Rd,Shawnigan Lake,BC,V0R2W5,250 929-0506,250 743-3664,48.6365,-123.63,ELEMENTARY SECONDARY,12-Jun,TRUE,TRUE
2011/2012,BC Independent School,,,7997002,Stu''ate Lelum Secondary School,Standard,5091 Jones Road,Ladysmith,BC,V9G1M6,250 245-3522,250 245-8263,49.0127,-123.8445,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,8197137,CHALO SCHOOL,Standard,Fontas Dr,Fort Nelson,BC,V0C1R0,250 774-7651,250 774-7655,58.807,-122.6972,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,8296115,St Anthony's,Standard,1750 Nalabila Blvd,Kitimat,BC,V8C1E6,250 632-6313,250 632-6313,54.0535,-128.619,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,8296133,Hazelton SDA School,Standard,4949 Sunnyside Ave,New Hazelton,BC,V0J1Y0,250 842-6272,250 842-0073,55.2651,-127.616,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Independent School,,,8296162,Veritas Catholic,Standard,4836 Straume Ave,Terrace,BC,V8G4G3,250 635-3035,250 635-7588,54.5242,-128.602,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,8296164,Spring Creek Adventist Christian School,Standard,5401-2 McConnell Ave,Terrace,BC,V8G0C5,250 635-1504,250 635-1506,54.5285,-128.637,ELEMENTARY JR SECONDARY,08-Jan,TRUE,TRUE
2011/2012,BC Independent School,,,8296183,Centennial Christian School,Standard,3608 Sparks St,Terrace,BC,V8G2V6,250 635-6173,250 635-9385,54.5251,-128.592,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
